id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
0KrfpITRYCMTHZno	2ZSmbG7hYBy2ObB41JQ3WW	49.0	2019	0.61	0.919	7.0	1.0	0.495	111.998	184893
0LZdcvMJHDWZyVDS	31nItlXwgCCFpttS50Rbxf	51.0	2003	0.341	0.249	8.0	1.0	0.173	84.036	288133
0MMDu3QYnVUgnX2L	1DuRj46elVZRTFARz4CXWr	28.0	1966	0.366	0.361	2.0	1.0	0.405	115.99	150400
0MXDGjV7Qg5AEpGu	4H9RjenAWiqz9gdGKuVcAV	23.0	2002	0.428	0.964	2.0	1.0	0.359	126.223	255533
0NTv0wWYCzQNjE0m	1k2NAVkk5eETEerZwGGEia	39.0	1999	0.493	0.7829999999999999	5.0	1.0	0.684	167.972	198653
0NlLsUEZeTNagO3r	30uLviIQ59DMggZOC2VNpo	50.0	2002	0.499	0.725	4.0	0.0	0.37	160.16899999999995	176493
0O17o38iEPkl4FWD	7JtZONUkxYt3QYmHMnUVrp	19.0	2003	0.507	0.8	0.0	0.0	0.236	110.038	322467
0OuXKk7qlgvo6egK	2CiHoxPDpRjS6oxT6A8dod	29.0	2015	0.7090000000000001	0.536	11.0	0.0	0.562	103.948	268228
0QSQ3CDT5x4GRIgi	1lZ4j5WBURBwZ0M5TT46wP	49.0	1999	0.696	0.872	1.0	0.0	0.55	122.009	220160
0QSuci5nyuRojGbo	47HELc4c6ZTHqUyh0wkuGz	24.0	2005	0.132	0.288	0.0	0.0	0.244	142.501	454147
0RswMLgk4KS4GbIP	5lZZmityu9TAjNvSY6GLhR	70.0	2018	0.742	0.84	5.0	0.0	0.287	138.032	204360
0SpykgFTUzfUTJkN	5AD2njpbNgwMC2BJLJYYZO	37.0	2005	0.55	0.855	4.0	1.0	0.436	121.842	240253
0TanEa2QCnKAedsL	1KzNsOkpQthVwpCJrADJEQ	62.0	2017	0.745	0.7440000000000001	9.0	1.0	0.451	162.965	184964
0UHzuflmmfXZkZNQ	10iiXcxz5gJlGFoUs4j83E	39.0	2012	0.3879999999999999	0.967	11.0	0.0	0.27	145.082	270347
0Vbfs25K0D6Yuq5T	3Gr6fisu6QAHN49IHD6lGC	37.0	2010	0.4379999999999999	0.98	1.0	1.0	0.248	107.505	169467
0Wc7JGEjjUDM4vp2	3fIy4QxkRUeFLQEP48K1wK	36.0	2009	0.636	0.2269999999999999	2.0	1.0	0.758	132.047	92627
0We9TRA5zyjS7ush	1QuWaxZSKxaMx5wupfNqQr	30.0	2010	0.598	0.972	9.0	1.0	0.3289999999999999	133.025	211307
0WnFjxBFNLqMCT1i	3Xg7RAV68Y0l8xyqQsuKJe	41.0	1991	0.471	0.599	6.0	0.0	0.424	119.18	387573
0Y5TcGlWJnW7IVdK	1ZPlNanZsJSPK5h9YZZFbZ	68.0	1984	0.773	0.6559999999999999	3.0	0.0	0.971	119.754	218627
0ZLbSoXXsKlXYZ7a	56IQUfsUskt9VHe6YM6kue	49.0	1955	0.38	0.155	1.0	1.0	0.127	94.23	200440
0ZeUa6hsJJrS2bI4	7zx4AkvHQa7NiFRtGbF6yt	20.0	2009	0.491	0.654	9.0	1.0	0.287	113.026	420827
0Zhw8ngsZeMvxZM3	6dqiwfvxb1AM5y1vyVwaa0	60.0	2018	0.644	0.3289999999999999	1.0	1.0	0.2019999999999999	156.971	152375
0eQ9qGzhU6U8qBAh	7gCFsLwILXxos23Pd7mB6l	44.0	1987	0.608	0.813	0.0	1.0	0.608	132.099	208293
0ea5Bpmf3b40M50R	4iUEAUm9GfwOH1RHMHZEBA	22.0	2003	0.521	0.8809999999999999	1.0	0.0	0.317	127.061	249000
0h8G1bhVFVP6G9Km	33ZJkoSI4m9RzT4rZUthGn	38.0	2011	0.557	0.7090000000000001	1.0	0.0	0.154	119.959	240627
0hKlEmVgAORW1A02	6ZlEQ9EXDUiynEfO78xX4M	27.0	2011	0.5579999999999999	0.853	9.0	1.0	0.318	125.003	223257
0hhgAPscs36TcQI6	57rro2VcnlGgDu9l7QWXic	17.0	2004	0.483	0.0519	9.0	1.0	0.2319999999999999	101.548	101707
0hi5FGoizAXxin1K	5nAv07s2ga1RL6xSux5pSw	17.0	2004	0.5770000000000001	0.525	7.0	1.0	0.331	97.068	197147
0iBn5ZIwJYlSCtBX	2pElcD1PtPCBCWgUvst3Hw	29.0	1975	0.471	0.36	7.0	1.0	0.3429999999999999	96.694	229360
0iPuXAAtTUIXMSDs	7sfdLiZRT0l3Sx89b8LPRG	9.0	2006	0.6890000000000001	0.735	1.0	1.0	0.618	117.032	242107
0ihMyBXgcgrOCMul	2PJvCAUw2ibXPh97TtsGS3	22.0	2012	0.421	0.677	9.0	0.0	0.2239999999999999	81.015	111560
0jfEVJ5elKCKz8PO	7jzcoWGOQXGufcXbs7TFVN	47.0	2018	0.626	0.667	2.0	0.0	0.285	77.99600000000002	139718
0kAx1WluUmlF8EYA	3sNVsP50132BTNlImLx70i	65.0	2013	0.359	0.662	1.0	1.0	0.288	152.096	229147
0kSdTqYxL1L8fe9n	2KnpVIbSPdfFt1AKVPJ6nW	36.0	1978	0.818	0.418	4.0	0.0	0.609	148.588	216280
0mdmLBCg5qRqO9kw	45CPhDilfgK14IE7LbNvPh	57.0	2016	0.662	0.654	3.0	0.0	0.318	127.735	210427
0nroJEydVX4uCwDo	0DHbBvRnc9SaiUJVYj6g48	40.0	1999	0.22	0.96	1.0	0.0	0.3339999999999999	174.68099999999995	209267
0nwyK0P4QLADxbSz	1J8y0jdPs5kekjAG0Qoa8I	19.0	2004	0.496	0.93	10.0	1.0	0.2739999999999999	75.469	285240
0o1t8pmtIQGVNoRX	5AFgOnobSVBZUdrN0z7lth	21.0	2017	0.502	0.652	2.0	1.0	0.581	144.94799999999995	307800
0ou8VbSYp9yIzeQh	4EVu9dQCUpgLosa66xbYKC	27.0	2006	0.487	0.909	9.0	0.0	0.382	127.358	225867
0rmouv9XbAHY2XBZ	3TRm4fcK42qxfh5XTQ6Cvu	32.0	2001	0.7	0.588	4.0	0.0	0.391	114.098	212160
0roDBBFUmgkbD7Zg	4pDrMVAsQn0uqo9sb6C8E2	40.0	2011	0.585	0.6940000000000001	2.0	1.0	0.785	127.966	162747
0rplhtI8mUMSa59h	68pjqzEiYtLLgrNIY9FM9M	31.0	2012	0.474	0.23	7.0	1.0	0.0643	73.722	228080
0tYzcqyF8P0wgFFv	5Elk7eaZABBzaIQvGhNYcV	19.0	2012	0.782	0.723	7.0	1.0	0.6659999999999999	104.018	228115
0tbwoDIA62N3G9Sh	6cSiu0LASURO8HagemESMf	34.0	2003	0.6629999999999999	0.491	1.0	0.0	0.171	115.986	200187
0tzYEg8KodbJHl8p	5qlckstqDQ2RskL0SJsDYx	40.0	1970	0.368	0.204	0.0	1.0	0.2	72.667	323733
0vTCI3MyJ8ySMrWj	5Jy6qEhf3rDl1us388toad	27.0	2007	0.601	0.964	2.0	1.0	0.45	127.999	264267
0wuI3sWE1sY7j72q	4WKTN75uxxOviZaZTHpRXp	27.0	2010	0.569	0.8190000000000001	7.0	0.0	0.691	127.019	257244
0zhmog3KHJTjp2BX	2rMreweJkDadtWMOEv1w67	43.0	2012	0.495	0.81	2.0	0.0	0.422	193.552	242693
0zoJxZanHfdvKNJ9	33gFrueCaITQRhSKi1ARxm	33.0	2019	0.39	0.825	0.0	1.0	0.26	90.496	329613
10E4iAVRq4bJcMBe	2x2SotEkKozaFh6H1aVnOZ	55.0	2015	0.407	0.6559999999999999	6.0	0.0	0.39	173.954	249347
122YR0dLpuw1XTjl	5iDRu8lbk2TCsGiHeNjm8M	38.0	2016	0.687	0.836	1.0	1.0	0.586	93.94	182559
1424LaVTdRfu6RZc	7E76Y6YUSHeWKphIKvqMMQ	31.0	2016	0.547	0.994	5.0	1.0	0.0448	110.004	262363
15IMBIdwhKut5kF5	5TnHQX4kZylRUcL9L6CJ4o	25.0	2007	0.898	0.511	9.0	0.0	0.5489999999999999	117.0	255587
15IkVxmtBqsnmRND	0W95lYm8OamNfC75b1L8Qz	32.0	2014	0.68	0.8690000000000001	10.0	1.0	0.765	130.048	209027
15Zipf9NzLs5CoFL	5wBPIP7z3WN8aweHcF0AcW	17.0	1996	0.225	0.987	10.0	0.0	0.179	142.894	180453
15oQvCP96HHSz0XJ	7bF8Aje2EsEouzKkN8Q9cd	25.0	2017	0.211	0.956	5.0	0.0	0.238	155.056	172154
16RyPaV6dHRot8sb	4KjdLo9JWJEKYoAJ8spkat	51.0	2007	0.474	0.902	2.0	1.0	0.2789999999999999	96.342	209093
16jxfd07xBklQSCr	7tU8RNZhhrmdjkk0VOz311	35.0	2017	0.353	0.6559999999999999	7.0	0.0	0.195	153.747	245627
19qh48VRL4dKYaq7	1B5fbRxnB26duk77yCBWvS	54.0	2017	0.784	0.593	3.0	0.0	0.524	95.991	235000
1BxOomemaljnipHN	3R6Yl4rzMWEMJkz093QuGp	23.0	2002	0.502	0.48	4.0	0.0	0.336	76.125	282867
1CCSNgcHsP1fqhiE	0Uy3QQreDK5rkMn36leRn2	42.0	1993	0.599	0.3279999999999999	5.0	1.0	0.381	80.264	300893
1En5gzdgbSFWrbHA	2TW7jZ2yL2e2obokNOc8Nq	35.0	2003	0.602	0.973	7.0	1.0	0.812	102.027	190840
1FHsbrJnBPPP0g0k	41LmqBEQojWdLobJyf2xjG	57.0	2017	0.428	0.511	5.0	0.0	0.33	143.684	177172
1FlqCWlOLqMfibbg	59K0uuIQwelPQn0WYrJ6Sd	25.0	1995	0.445	0.954	7.0	1.0	0.5770000000000001	150.358	158200
1GxSKmrbSnZvDIJO	3zWzZjAzqlosUzLvKLfwLl	21.0	2017	0.584	0.573	7.0	0.0	0.159	119.957	296000
1HNbB2jYOPVyrBwZ	3ulQMEsdw7jYhLRTWblDTw	26.0	2017	0.528	0.298	7.0	0.0	0.286	149.93	242907
1IBHNIcbKXId8a0X	2wSmwBjoS5skbNYAMBi5qG	46.0	1988	0.285	0.89	0.0	1.0	0.3229999999999999	115.988	236933
1IVJoqcfyL51u825	7uYvKcX4hJ4YUVV06qsmer	23.0	1967	0.627	0.623	11.0	1.0	0.762	80.844	140440
1JFk1KCd5RcO71wq	2Dp9Mx3nKl3zi8fZyOU9BC	20.0	2011	0.119	0.515	0.0	0.0	0.225	72.92699999999998	126280
1JdR8MUN8KuSqrym	1BfR5GMOgW0peHkPxrwf11	64.0	2017	0.373	0.931	2.0	1.0	0.74	175.92	234600
1Jp0SeFFOQ4i6y3R	0Mg3kjR5OJCjZAKiWH840n	27.0	2007	0.7240000000000001	0.4370000000000001	5.0	0.0	0.716	78.04	247680
1JsRL3O4FexW31yz	3Pl1pbe9iyJluWukeekYG7	29.0	2012	0.748	0.8190000000000001	10.0	0.0	0.889	118.975	231773
1L5YgJUNjt0kE3rf	7MoYR0QMqa5FueYIuVRfHZ	36.0	2010	0.64	0.936	6.0	1.0	0.973	123.932	334653
1LIU230Djug8BC9l	7mIiDiPYWsUXH6h8dSkVHb	24.0	2013	0.5589999999999999	0.894	1.0	0.0	0.456	120.05	186213
1LT0r4NH6Fnd3PmQ	5sYU2A8hh1up0MzY4nf1iH	30.0	2017	0.239	0.936	1.0	1.0	0.292	98.432	143688
1LVCIU4fWhE8ms3W	7vTENp2sLS3sPY5z4npYNr	39.0	2005	0.805	0.371	7.0	0.0	0.8079999999999999	119.974	215481
1Ms0rf2jUwBxuECj	4iPkafvcL6CeyAcsvZERCk	25.0	2006	0.701	0.515	1.0	0.0	0.386	116.498	220145
1Mzdkzp94lWU1VP8	7JZp14b9lnWgfoDmoylB5J	14.0	2010	0.336	0.2189999999999999	7.0	0.0	0.0752	107.366	325800
1NbQrEAwwvXGqD2n	0eKD0jYnNQPzSHfVwEvSSK	23.0	1987	0.421	0.738	7.0	0.0	0.6659999999999999	150.906	268533
1NmthD0bJAk8r1ZC	7rFNyShNdXvg4j6qK9lBSC	17.0	2016	0.653	0.907	7.0	1.0	0.82	96.3	148040
1NqEMzdMVUt7GvP3	0hgEsoAu23ap8V5GFX9Y3i	45.0	2003	0.752	0.544	9.0	1.0	0.723	115.803	219267
1PYQMBk8LERTncVr	21i0SMRb6uK63t73sYIZY5	39.0	2019	0.632	0.768	0.0	1.0	0.515	126.3	180040
1QvEYR38ignsKr7b	0PFRTA04YOjj4VT3O6MpgP	44.0	1976	0.529	0.7959999999999999	9.0	0.0	0.889	136.431	240960
1Rehvis6TPbGd7Je	0zBNc7XcWXNHxeszwFsKiL	42.0	1997	0.772	0.368	3.0	0.0	0.564	143.834	318200
1SxZLIiC4YM6zzO7	7wfG6wEX3kCA97l3gzZEjo	42.0	2005	0.579	0.883	6.0	0.0	0.8220000000000001	129.045	208187
1TBoK8eQ9EG9TULK	66zJZw4rbRizY9M7Qp5sC3	15.0	2013	0.0929	0.8320000000000001	7.0	0.0	0.1939999999999999	179.929	263059
1TKUB7W3vmrtq7Ak	7w6QlKAOcNEnqRgrnJvQtr	50.0	2011	0.58	0.682	4.0	1.0	0.774	77.53	211053
1UF8e5PqXKb5srFA	67HXZV6V4bD1PhHfafolBv	61.0	2018	0.7170000000000001	0.732	0.0	1.0	0.598	82.045	197000
1VGASJntDh6QN0sA	0Wl33FzpvOf6SpMw0FfGd0	33.0	2019	0.635	0.718	2.0	1.0	0.507	107.998	226387
1VtWYqp59eTfRKXY	3EY4O2ZQFIgVU4BSz5rSYx	35.0	2016	0.532	0.85	9.0	1.0	0.741	142.47	176520
1XAwfc2P5qzSe9SF	7wvCbGXKghjSskWGMWY3k5	38.0	2017	0.256	0.8740000000000001	1.0	1.0	0.347	110.634	244760
1XWVVvhUWhjBTVBH	670owD7N5oF90HVwMPTzCv	26.0	2011	0.503	0.376	0.0	0.0	0.4370000000000001	88.854	241107
1XZP3bEawLbWfSkM	7hm4HTk9encxT0LYC0J6oI	64.0	2001	0.5379999999999999	0.52	9.0	1.0	0.6779999999999999	106.031	183440
1YOagKsFqTS8BDK2	4Q4jmPHwu0wrJvqrld0FQ6	60.0	2017	0.486	0.713	2.0	0.0	0.297	121.028	226720
1bDlj3qS3HiW5RXE	5g1Izt4F2GxmVDZFPJSS4d	25.0	2009	0.561	0.619	9.0	0.0	0.452	90.995	207608
1cKGmPvdSdGq8jg9	5Q0X6dZ1TvPijf1HU5bk4D	36.0	2011	0.8029999999999999	0.675	2.0	1.0	0.898	130.007	194132
1cUUnlwxUH9rXdBd	0dnrhLqgQNYnUWzWkSkdmy	43.0	2018	0.506	0.984	4.0	0.0	0.2239999999999999	156.906	202755
1d0rrZRbKBwrZZgz	2mobr1UlKjhxDTOVqng3jw	51.0	2006	0.4429999999999999	0.853	6.0	1.0	0.3379999999999999	143.986	255652
1dRg09BK9AaMKXDp	2PbbWaQk1ex4pC9Gi1cAXR	29.0	1996	0.705	0.792	6.0	1.0	0.346	126.818	307893
1f13MAfipcAOI0Ju	32TcXGY4h0Lluw6G6UvWn7	36.0	2017	0.633	0.964	4.0	0.0	0.629	107.029	205629
1fDah5r1pTHBacmr	6J5i2bdUfegPgZH1wyAya7	30.0	2017	0.466	0.76	6.0	0.0	0.295	108.933	180880
1fV600W83BiFAQ1G	16Zr8TfCuVq2A9d33jfWMr	30.0	2010	0.679	0.916	11.0	0.0	0.828	128.035	295600
1fawLHtXMYdojJyy	0tQr3AmNiQFqmc05NqR4GC	10.0	1963	0.263	0.211	11.0	1.0	0.223	83.936	171467
1gGCHiKSl6C1BHMA	6TWfoLi2Bpy8UmSLrrDqSy	27.0	2018	0.257	0.911	2.0	1.0	0.237	161.17600000000004	423373
1gbld8XcMm2kb75U	50StUp6r3xxzBPnWmE8Xrz	44.0	2018	0.466	0.948	10.0	1.0	0.241	140.05100000000002	269965
1gdgQLMaOVxRYj3e	0q6Qyd2QaHMHp7APKyQsyi	48.0	2000	0.4679999999999999	0.974	9.0	1.0	0.324	111.264	188960
1igMFcoVZ7NmcTRl	1gJ102uytr61D94SPsnUab	40.0	1997	0.494	0.911	4.0	0.0	0.547	76.848	260733
1jGJykqHcf51qsbE	28mP2vfW3oGYmxE0slVqia	33.0	1981	0.634	0.375	0.0	1.0	0.242	126.239	161173
1jGTlM1C9DAdISn3	4yeB1e6hiIrTOVB0Q5LDbN	33.0	2014	0.6559999999999999	0.188	11.0	0.0	0.142	117.228	202653
1lCMmYgppb2NUsL8	74lOFKyzUJz0pz1TCcECjf	18.0	2008	0.606	0.499	7.0	1.0	0.746	159.286	112849
1lhDOBoSftrYQJ1Y	5qDP8iEGvXUmnbnNGiqL3w	51.0	2019	0.466	0.726	9.0	1.0	0.633	169.976	195075
1nluAgAtCW9YJOn5	1IkCG9jkzCrl3TadPTh4dU	42.0	1973	0.5529999999999999	0.685	0.0	1.0	0.57	137.898	218960
1nzxan7gzSjP5y5p	0upmTdxGVCNNAbuJpadks9	31.0	2013	0.426	0.88	1.0	0.0	0.551	146.92	225360
1oO29RDo0cdUTIdu	2h4Lh23FF8OQ8uGBnOdepy	44.0	1998	0.481	0.763	5.0	0.0	0.527	101.807	310600
1pxcWRpzzFu8X0mY	3E0DQOuKMy8rWU1r0sTKuT	26.0	1979	0.4579999999999999	0.183	7.0	1.0	0.156	146.183	212760
1shnotxlCl1jutxH	17v2ohSG0hO8u2AjKaU6MR	39.0	2008	0.61	0.6859999999999999	1.0	1.0	0.938	118.051	246173
1uuJTwIZiHWjz5as	5wyZeaIsNeih45Ac23KNQB	35.0	2013	0.6759999999999999	0.825	1.0	1.0	0.536	123.02	288060
1wCHJrpVFFoxYRz9	4fLnXd56RsWN4ZBtb9TegQ	56.0	2012	0.6409999999999999	0.539	5.0	0.0	0.436	148.004	286680
1z9tYIGoy19wWctE	6NgRSCfGt18L0ZbpHVBZWW	39.0	2018	0.3929999999999999	0.88	2.0	1.0	0.38	159.953	402719
1zSnjXmC4fTHSAbC	0mJUxFpEI1eAOIIfnNoZ4G	45.0	2002	0.428	0.972	2.0	0.0	0.225	118.306	430733
1zvDQm3OpfkzIgMM	56mObASQeiQaKHqOBrGELY	18.0	2010	0.254	0.175	2.0	1.0	0.257	86.154	361760
20EFY8ozh8H7b4eA	1JYL62Lb5TvW18bCUqhcp2	43.0	2009	0.26	0.932	2.0	1.0	0.1989999999999999	87.331	134920
20zr6H3cRMCmQpEB	2bFSQp4u3OmiqylLIGowKA	16.0	2005	0.5429999999999999	0.907	4.0	1.0	0.439	121.999	235840
21YjPH9ojuhwM4rF	5scK80Nrz12oGUnQGcPgg1	50.0	1995	0.589	0.6609999999999999	6.0	0.0	0.382	108.035	196200
22aVxYIwhYQb4mhH	0oa4EWYdnu4yXanL3XAdWD	29.0	2006	0.396	0.947	9.0	1.0	0.462	158.988	195320
22ueZuGJzNcqpXW7	1HZhNw2xntRsrTuhxyBIve	32.0	2008	0.838	0.4429999999999999	7.0	0.0	0.186	118.995	230920
24fHFgXbY23gpRzV	32KU85vllRfxfaV7ZNvHwT	56.0	2018	0.7290000000000001	0.485	7.0	1.0	0.45	119.999	131173
25DHlgtyST39tV4P	5Krwh4WVTHZFQSS1eytHFZ	35.0	2010	0.551	0.919	9.0	1.0	0.6809999999999999	132.945	230960
29Hb4oJCgAJKgLjk	71MbnGezW2U8RgaHnkjWDX	36.0	2012	0.648	0.4920000000000001	3.0	1.0	0.6729999999999999	118.437	333213
29aiuKxb44XIiRZ3	0eHUMhIkmOQJAkJhiHVD08	29.0	1973	0.337	0.823	4.0	0.0	0.59	172.498	489107
2AftLTtfpsHexjJQ	4SngFKTnu9FbOldhGvHUlG	10.0	2003	0.4379999999999999	0.363	11.0	1.0	0.146	112.229	322080
2Az0PKVYczGuQejd	37SKr059tZONQcuyhvYogX	3.0	1998	0.7390000000000001	0.4270000000000001	2.0	0.0	0.319	132.486	128373
2B3cnBNlwOcc5eYd	65CkxnwiaLvC6FbVrRNAqT	34.0	1989	0.6509999999999999	0.945	0.0	1.0	0.807	139.04399999999998	211067
2CpsByi1nc1Qne1A	4f9oddqXQ3ku4C15bxEEAv	38.0	2006	0.6609999999999999	0.591	0.0	1.0	0.667	81.99700000000001	227573
2FYQL2dIN8aWb0dC	2XxYzgRwN78h4ipgNAVSP2	25.0	1988	0.5529999999999999	0.992	11.0	0.0	0.214	163.55100000000004	175093
2H91WLAd7ZZJvAiw	4V2F0DZrAXOWq9hkwMMG3x	58.0	2006	0.664	0.351	0.0	1.0	0.816	113.204	254147
2Hg2uAW57l5GJOKF	07XMAGYqts7KZYeqAx0qie	31.0	1964	0.503	0.131	6.0	1.0	0.62	102.253	144947
2IZjV6srFH5YXkFr	4hKWUzhQWsOkgT6LnDEASe	63.0	2017	0.8740000000000001	0.487	2.0	1.0	0.746	144.95600000000005	203630
2K0JDCBAlEvRXqrl	2VlzXciW7QtomIOX3pmSMh	18.0	1999	0.5379999999999999	0.976	2.0	1.0	0.7040000000000001	112.901	288573
2K1SfANKQR6RJHNN	5Gq3FcDnESp5UWmnATqEX1	34.0	1969	0.7659999999999999	0.439	2.0	0.0	0.967	105.611	184133
2Kcdqzsv695sXQ1J	221nl7tqEVgNJ5QwJdGujs	21.0	1999	0.195	0.93	11.0	1.0	0.5660000000000001	194.824	173560
2N8dziB2ZmsefUHv	2h0HkReHGCQPOEDZXEMcTO	58.0	2003	0.301	0.5710000000000001	8.0	0.0	0.0412	178.084	315987
2PN0XvpvsvSJzB4M	1Lf1BSVQV4Q5SuKeHhGd2A	43.0	1979	0.603	0.701	7.0	1.0	0.961	118.664	225760
2PW5Sut3iCaRpdkS	1zjcIIrm2fbVFmG3dsj03e	58.0	2017	0.5920000000000001	0.6809999999999999	0.0	1.0	0.491	147.016	217107
2Q44O3s5OQrptQ3Z	0NEBjIdTbeIdEmbrqFqIZR	34.0	2009	0.402	0.2	9.0	1.0	0.0779	95.703	247867
2QOcB4UStpA4QbJH	17s0FlG5gJyzftEYel2xq2	28.0	2004	0.5329999999999999	0.752	9.0	0.0	0.5379999999999999	91.998	321987
2Qc6071xvfhWH2T2	3UChNf9rb9hJZvOcU9HCTb	41.0	2012	0.356	0.342	7.0	0.0	0.1159999999999999	113.52	169773
2QjBaiCeX5bxuQm3	5hZ2i7qmmDCzlDRtxoE5oh	18.0	2011	0.722	0.8909999999999999	5.0	1.0	0.928	142.917	244605
2RCiXlqfzBgsPjRp	2SZLtfY7dz7NLSxxnvDDis	48.0	2016	0.777	0.711	0.0	1.0	0.293	139.97299999999998	153685
2ROOBr3KX6LU7qa4	0bOg3l7Wm4ZrGwjteg57hV	24.0	2018	0.395	0.8909999999999999	6.0	0.0	0.563	160.22299999999996	242667
2UjZzIZjJjFm9Efw	2NRapgmqFRRnflBV7p9ZzT	35.0	2018	0.7390000000000001	0.401	8.0	0.0	0.499	103.162	222490
2VlKYw5QIFuFdxZx	1wxA50yfhX9S7mI1MfqFcY	38.0	1973	0.5479999999999999	0.52	9.0	0.0	0.645	78.193	340027
2W3VykgHAXYYFcKz	3Xbx8phzhk7LiOneArQmGk	36.0	2015	0.662	0.32	7.0	1.0	0.512	92.979	208813
2WpP3K6hVKeITVvv	5gzfmWwyumZpaNPyiIL9CO	45.0	2018	0.3339999999999999	0.741	1.0	1.0	0.201	143.596	274720
2WxqYjCRRfIYHt42	2mKj8Em0GLFu8I78yM1CfU	41.0	1977	0.258	0.932	2.0	1.0	0.3339999999999999	145.582	198160
2X8q9y8K8F0lVZX4	0snCa39pI3RVzA4ppOeSWO	32.0	2007	0.525	0.988	8.0	1.0	0.108	95.007	277080
2ar1NoamebhRidi2	46PXX0IsMaT4usW13JR4yE	19.0	1993	0.322	0.565	5.0	1.0	0.38	136.129	233333
2btvaaxMyGuMNTxy	3b6xCACNK394ceWfKz9DUM	50.0	2014	0.344	0.517	11.0	1.0	0.3939999999999999	186.116	277133
2cF7HdTqbIb5bw4S	6ewnjrJ5p8fngfpmKULtha	21.0	1977	0.306	0.925	4.0	0.0	0.6	118.973	267200
2dpt2co1mEnglsnT	4uoumbAMEMaKdtiv763jKz	56.0	2017	0.667	0.648	3.0	0.0	0.589	95.031	172893
2e57QD3VxrKDiCYG	44gIhvr2qRccz9XhcM2B7F	28.0	2003	0.5870000000000001	0.908	7.0	1.0	0.482	94.059	195067
2eKEeOfxNK4bxQp0	6pwHe738QYbUWLVDJsf0Ar	17.0	2012	0.351	0.8	4.0	0.0	0.266	110.222	248293
2eREUs8hwNGjulGn	0Jrs79He8I8Fp4QM5Dxpu4	30.0	1996	0.526	0.222	0.0	1.0	0.177	143.841	173800
2iYRelCCfGkKxQOS	155I1ffphVdq7fCeMH597u	38.0	1999	0.476	0.435	0.0	0.0	0.176	125.889	222200
2ju6Tr3mAUMqJs9j	3HjWpZBEdckoNC2KqJM3A8	32.0	2012	0.596	0.938	2.0	1.0	0.522	116.997	229000
