id	genre
0ea5Bpmf3b40M50R	['techno', 'big beat', 'electronica', 'house', 'soundtrack', 'industrial', 'breakbeat', 'breaks', 'trance', 'rock', 'industrial rock', 'trip hop', 'electro', 'ambient', 'progressive house', 'cyberpunk', 'electroclash', 'downtempo', 'lo fi', 'lounge', 'drum and bass', 'beats', 'ebm', 'futurepop', 'video game music', 'funky house', 'hardstyle', 'intelligent dance music', 'neo metal']
0h8G1bhVFVP6G9Km	['new rave', '8 bit', 'electronica', 'electro', 'experimental', 'indietronica', 'synthpop', 'dream pop', 'noise', 'pop', 'post rock', 'techno', 'chillwave', 'electropop', 'ambient', 'electroclash', 'downtempo', 'new wave', 'dance pop', 'psychedelic pop', 'electro house', 'shoegaze', 'noise pop', 'chiptune', 'alternative pop', 'alternative dance', 'bitpop', 'dark wave', 'dance punk', 'witch house']
0hKlEmVgAORW1A02	['dark electro', 'futurepop']
0hhgAPscs36TcQI6	['folk']
0hi5FGoizAXxin1K	['soul', 'focus', 'pop', 'r b']
0iBn5ZIwJYlSCtBX	['pop', 'classic rock', 'easy listening']
0iPuXAAtTUIXMSDs	['pop', 'spanish pop', 'rock', 'latin', 'latin rock', 'latin pop']
0ihMyBXgcgrOCMul	['progressive rock', 'rock', 'progressive metal', 'experimental', 'experimental rock']
0jfEVJ5elKCKz8PO	['rap', 'trap']
0kAx1WluUmlF8EYA	['rap', 'hip hop', 'experimental hip hop', 'soul', 'experimental', 'pop rap', 'pop', 'lo fi', 'alternative hip hop', 'neo soul', 'art pop', 'industrial hip hop']
0kSdTqYxL1L8fe9n	['reggae', 'roots reggae']
0mdmLBCg5qRqO9kw	['rock', 'pop', 'pop rock', 'glam rock', 'country', 'noise', 'metal', 'singer songwriter', 'soft rock', 'thrash metal', 'heartland rock']
0nroJEydVX4uCwDo	['emo', 'pop punk', 'indie rock', 'alternative rock', 'rock', 'punk', 'power pop', 'melodic hardcore', 'midwest emo', 'indie emo']
0nwyK0P4QLADxbSz	['black metal', 'symphonic black metal', 'gothic metal', 'metal', 'melodic black metal', 'hardcore', 'symphonic metal', 'melodic metal']
0o1t8pmtIQGVNoRX	['rock']
0ou8VbSYp9yIzeQh	['post hardcore', 'indie rock', 'rock', 'christian rock', 'experimental', 'post rock']
0rmouv9XbAHY2XBZ	['psychedelic rock', 'indie rock', 'rock', 'alternative rock', 'shoegaze', 'folk rock', 'indie folk', 'psychedelic folk']
0roDBBFUmgkbD7Zg	['indie rock', 'rock', 'alternative rock', 'pop']
0rplhtI8mUMSa59h	['rock', 'folk']
0tYzcqyF8P0wgFFv	['pop', 'beach music', 'tropical']
0tbwoDIA62N3G9Sh	['soul', 'jazz', 'neo soul', 'pop', 'lounge', 'singer songwriter', 'blues', 'vocal jazz', 'smooth jazz', 'rock', 'electronica', 'reggae', 'motown', 'britpop', 'funk', 'acid jazz']
0tzYEg8KodbJHl8p	['progressive rock', 'psychedelic rock', 'classic rock', 'rock', 'art rock', 'space rock', 'alternative rock', 'singer songwriter', 'easy listening', 'symphonic rock', 'soft rock', 'folk rock', 'jazz', 'grunge', 'hard rock', 'stoner rock']
0vTCI3MyJ8ySMrWj	['industrial', 'metal', 'industrial metal', 'rock', 'alternative rock', 'industrial rock', 'hard rock', 'alternative metal', 'glam rock', 'gothic rock', 'nu metal', 'glam metal', 'sleaze rock']
0wuI3sWE1sY7j72q	['pop', 'electropop', 'singer songwriter', 'electronica', 'synthpop', 'dance pop']
0zhmog3KHJTjp2BX	['pop', 'soul']
0zoJxZanHfdvKNJ9	['progressive metal']
10E4iAVRq4bJcMBe	['indie rock', 'alternative rock', 'soundtrack', 'rock']
122YR0dLpuw1XTjl	['k pop']
1424LaVTdRfu6RZc	['metalcore', 'progressive metal', 'groove metal', 'metal', 'alternative metal', 'progressive metalcore']
15IMBIdwhKut5kF5	['pop', 'electronica', 'electropop', 'electro', 'french pop', 'synthpop', 'chanson', 'singer songwriter', 'house', 'indietronica', 'vocal trance', 'ye ye']
15IkVxmtBqsnmRND	['pop', 'electropop', 'french pop', 'dance pop']
15Zipf9NzLs5CoFL	['thrash metal', 'metal', 'slayer', 'crossover thrash', 'punk', 'speed metal', 'hardcore punk']
15oQvCP96HHSz0XJ	['metalcore', 'metal', 'hardcore', 'emo', 'straight edge', 'melodic hardcore']
16RyPaV6dHRot8sb	['indie rock', 'rock', 'alternative rock', 'indie pop', 'pop', 'baroque pop', 'folk rock', 'pop rock', 'chamber pop', 'art rock', 'canadian indie']
16jxfd07xBklQSCr	['hard rock']
19qh48VRL4dKYaq7	['downtempo', 'nu jazz', 'house']
1BxOomemaljnipHN	['singer songwriter', 'rock', 'soundtrack', 'pop', 'alternative rock', 'folk', 'indie pop', 'downtempo', 'indie rock', 'soft rock', 'rock and roll', 'beatlesque']
1CCSNgcHsP1fqhiE	['rock', 'alternative rock', 'pop', 'grunge', 'downtempo', 'pop rock', 'easy listening', 'soft rock', 'folk', 'hard rock', 'singer songwriter', 'britpop', 'house', 'sleep', 'modern rock', 'southern rock', 'acoustic rock', 'roots rock', 'pop folk']
1En5gzdgbSFWrbHA	['metalcore', 'screamo', 'metal', 'nu metal', 'hardcore', 'post hardcore', 'emocore', 'emo', 'alternative rock', 'punk', 'indie rock', 'hard rock', 'alternative metal', 'screamocore', 'melodic metalcore']
1FHsbrJnBPPP0g0k	['rock', 'alternative rock']
1FlqCWlOLqMfibbg	['punk', 'emo', 'post hardcore', 'rock']
1GxSKmrbSnZvDIJO	['hardcore', 'emo', 'ambient', 'post rock', 'post hardcore', 'melodic hardcore']
1HNbB2jYOPVyrBwZ	['alternative rock', 'chamber pop', 'art pop']
1IBHNIcbKXId8a0X	['shoegaze', 'dream pop', 'slowcore', 'alternative rock', 'lo fi', 'soundtrack', 'ambient', 'indie pop', 'indie rock', 'easy listening', 'post punk']
1IVJoqcfyL51u825	['blues', 'jazz']
1JFk1KCd5RcO71wq	['synthpop', 'electro', 'electropop', 'pop', 'indie pop', 'alternative dance']
1JdR8MUN8KuSqrym	['rock']
1Jp0SeFFOQ4i6y3R	['soul']
1JsRL3O4FexW31yz	['disco', 'pop', 'house', 'indietronica', 'alternative dance', 'nu disco']
1L5YgJUNjt0kE3rf	['disco', 'new wave', 'pop', 'eurobeat']
1LIU230Djug8BC9l	['pop']
1LT0r4NH6Fnd3PmQ	['hardcore', 'mathcore', 'metalcore']
1LVCIU4fWhE8ms3W	['electronica', 'pop', 'singer songwriter', 'indie pop', 'electropop', 'trip hop', 'electro', 'ambient', 'rock', 'indie electronica', 'indietronica', 'emo', 'downtempo', 'trance', 'experimental', 'indie rock', 'lounge', 'synthpop', 'soul', 'folk', 'pop rock']
1Ms0rf2jUwBxuECj	['pop', 'electropop', 'synthpop', 'new wave', 'brutal death metal', 'dance pop', 'pop rock', 'disney']
1Mzdkzp94lWU1VP8	['fado']
1NbQrEAwwvXGqD2n	['post punk', 'new wave', 'gothic rock', 'wave', 'dark wave']
1NmthD0bJAk8r1ZC	['funk', 'mpb']
1NqEMzdMVUt7GvP3	['indie rock', 'rock', 'emo', 'indie pop', 'alternative rock', 'pop', 'punk', 'ambient', 'pop rock']
1PYQMBk8LERTncVr	['pop']
1QvEYR38ignsKr7b	['rock', 'garage rock', 'classic rock', 'punk', 'alternative rock', 'rock and roll', 'protopunk']
1Rehvis6TPbGd7Je	['soul', 'jazz', 'funk', 'lounge', 'rhythm and blues', 'rock', 'progressive rock', 'jazz fusion', 'blues rock', 'singer songwriter']
1SxZLIiC4YM6zzO7	['rock', 'brazilian rock', 'alternative rock', 'mpb', 'indie rock', 'britpop', 'ska', 'samba', 'rock and roll']
1TBoK8eQ9EG9TULK	['progressive metal', 'doom metal', 'melodic death metal', 'death metal']
1TKUB7W3vmrtq7Ak	['soundtrack', 'indie rock', 'pop', 'rock', 'indie pop', 'singer songwriter', 'alternative rock', 'classical guitar']
1UF8e5PqXKb5srFA	['pop']
1VGASJntDh6QN0sA	['black metal']
1VtWYqp59eTfRKXY	['new wave', 'post punk', 'rock', 'alternative rock', 'pop', 'gothic rock', 'britpop', 'classic rock', 'indie pop', 'funk', 'soul', 'indie rock', 'pop rock', 'world', 'jangle pop', 'metal', 'jazz', 'emo', 'easy listening', 'motown', 'dream pop', 'modern rock', 'new romantic']
1XAwfc2P5qzSe9SF	['metalcore', 'djent', 'progressive metalcore', 'melodic metalcore']
1XWVVvhUWhjBTVBH	['mpb']
1XZP3bEawLbWfSkM	['indie rock', 'rock', 'alternative rock', 'garage rock', 'post punk', 'garage rock revival', 'classic rock', 'lo fi', 'pop', 'grunge', 'indie pop', 'pop rock']
1YOagKsFqTS8BDK2	['pop', 'electropop', 'dance pop']
1bDlj3qS3HiW5RXE	['chillwave', 'dream pop', 'downtempo', 'lo fi', 'electronica', 'indie pop', 'synthpop', 'pop', 'easy listening', 'indietronica', 'trip hop']
1cKGmPvdSdGq8jg9	['pop', 'electropop', 'britpop', 'dance pop']
1cUUnlwxUH9rXdBd	['experimental', 'post hardcore', 'math rock', 'metalcore', 'hardcore', 'emo', 'screamo', 'emocore']
1d0rrZRbKBwrZZgz	['rock', 'alternative rock', 'soft rock', 'pop', 'pop rock', 'modern rock', 'post grunge', 'hard rock', 'easy listening', 'idol']
1dRg09BK9AaMKXDp	['techno', 'rave', 'trance', 'house']
1f13MAfipcAOI0Ju	['k pop', 'boy band', 'korean pop']
1fDah5r1pTHBacmr	['pop punk']
1fV600W83BiFAQ1G	['pop']
1fawLHtXMYdojJyy	['jazz', 'pop']
1gGCHiKSl6C1BHMA	['doom metal', 'stoner metal', 'sludge metal', 'post metal']
1gbld8XcMm2kb75U	['metalcore', 'metal', 'hardcore', 'emo', 'screamo', 'post hardcore', 'deathcore', 'christian metalcore']
1gdgQLMaOVxRYj3e	['punk', 'rock', 'skate punk', 'pop punk', 'alternative rock', 'soundtrack', 'metal', 'emo', 'hard rock', 'ska', 'ska punk', 'hardcore punk']
1igMFcoVZ7NmcTRl	['rock', 'alternative rock', 'alternative metal', 'metal', 'hard rock', 'experimental', 'funk metal', 'experimental rock', 'nu metal', 'grunge', 'progressive rock', 'britpop', 'avant garde', 'art rock', 'skramz']
1jGJykqHcf51qsbE	['new wave', 'post punk', 'rock', 'punk', 'pop', 'classic rock', 'soundtrack', 'alternative rock', 'indie rock', 'twee pop', 'pop rock']
1jGTlM1C9DAdISn3	['hip hop', 'rock', 'alternative rock', 'singer songwriter']
1lCMmYgppb2NUsL8	['folk', 'indie rock', 'indie folk', 'rock', 'indie pop', 'folk rock', 'romantico']
1lhDOBoSftrYQJ1Y	['pop punk']
1nluAgAtCW9YJOn5	['hard rock', 'classic rock', 'rock', 'blues rock', 'album rock', 'blues', 'metal', 'stoner rock', 'glam rock']
1nzxan7gzSjP5y5p	['power metal']
1oO29RDo0cdUTIdu	['pop', 'britpop', 'rock', 'alternative rock', 'singer songwriter', 'soul', 'indie rock', 'pop rock', 'soft rock', 'ambient', 'country', 'classic rock', 'indie pop', 'alternative pop']
1pxcWRpzzFu8X0mY	['pop', 'soul', 'soft rock']
1shnotxlCl1jutxH	['jazz']
1uuJTwIZiHWjz5as	['r b']
1wCHJrpVFFoxYRz9	['r b', 'dubstep', 'future garage']
1z9tYIGoy19wWctE	['progressive metal', 'technical death metal', 'progressive death metal', 'death metal']
1zSnjXmC4fTHSAbC	['black metal', 'gothic metal', 'metal', 'symphonic black metal', 'death metal', 'melodic death metal', 'melodic black metal', 'gothic rock', 'gothic black metal', 'rock', 'emo', 'hard rock', 'halloween', 'norwegian black metal']
1zvDQm3OpfkzIgMM	['folk', 'celtic', 'new age', 'singer songwriter']
20EFY8ozh8H7b4eA	['post hardcore', 'metalcore', 'screamo', 'hardcore', 'metal', 'screamocore', 'electronicore', 'trancecore', 'electro', 'thrash metal', 'death metal', 'groove metal']
20zr6H3cRMCmQpEB	['pop', 'pop rock', 'rock', 'teen pop', 'singer songwriter', 'soul', 'modern rock', 'dance rock']
21YjPH9ojuhwM4rF	['rock', 'hardcore', 'funk metal', 'brazilian rock', 'alternative rock', 'rap']
22aVxYIwhYQb4mhH	['pop', 'rock', 'pop rock', 'disney']
22ueZuGJzNcqpXW7	['garage rock', 'indie rock', 'rock', 'alternative rock', 'art punk', 'pop', 'lo fi', 'post punk', 'soft rock', 'lounge', 'halloween', 'glass']
24fHFgXbY23gpRzV	['pop', 'indie rock', 'alternative pop']
25DHlgtyST39tV4P	['pop rock', 'power pop', 'pop punk']
29Hb4oJCgAJKgLjk	['pop', 'rock', 'r b']
29aiuKxb44XIiRZ3	['classic rock', 'rock', 'progressive rock', 'symphonic rock', 'rock and roll', 'pop', 'art rock', 'pop rock', 'classical', 'rockabilly', 'boogie', 'alternative rock', 'experimental', 'hard rock', 'new wave', 'violin', 'blues rock', 'rhythm and blues']
2AftLTtfpsHexjJQ	['downtempo']
2Az0PKVYczGuQejd	['pop']
2B3cnBNlwOcc5eYd	['psychobilly', 'punk', 'rockabilly', 'rock', 'post punk', 'garage rock', 'classic rock', 'horror punk', 'rock and roll', 'garage punk', 'gothabilly']
2CpsByi1nc1Qne1A	['latin pop', 'latin', 'rock en espanol']
2FYQL2dIN8aWb0dC	['industrial', 'industrial metal', 'industrial rock', 'metal', 'rock', 'punk', 'post punk', 'alternative metal', 'synthpop', 'football']
2H91WLAd7ZZJvAiw	['soul', 'pop', 'singer songwriter', 'neo soul', 'r b', 'quiet storm', 'rhythm and blues', 'hip hop', 'easy listening', 'smooth jazz', 'rock', 'vocal jazz', 'soft rock']
2Hg2uAW57l5GJOKF	['folk', 'rock', 'classic rock', 'folk rock', 'pop', 'singer songwriter', 'pop rock', 'folk pop']
2IZjV6srFH5YXkFr	['rap', 'hip hop', 'soul', 'trap']
2K0JDCBAlEvRXqrl	['rock', 'alternative rock', 'indie rock', 'experimental', 'dub', 'indietronica', 'alternative dance', 'art pop']
2K1SfANKQR6RJHNN	['soul', 'funk', 'classic soul', 'pop', 'motown', 'breaks', 'rhythm and blues']
2Kcdqzsv695sXQ1J	['emo', 'rock', 'alternative rock', 'post hardcore']
2N8dziB2ZmsefUHv	['alternative rock', 'rock', 'indie rock', 'britpop', 'glam rock', 'pop', 'progressive rock', 'emo', 'new wave', 'electronica', 'punk', 'grunge', 'alternative pop rock']
2PN0XvpvsvSJzB4M	['new wave', 'classic rock', 'rock', 'soundtrack', 'power pop', 'alternative rock', 'pop rock', 'album rock', 'comedy']
2PW5Sut3iCaRpdkS	['pop', 'rock', 'girl group', 'talent show']
2Q44O3s5OQrptQ3Z	['singer songwriter', 'pop', 'indie folk', 'anti folk', 'rock', 'alternative rock', 'experimental', 'indie pop', 'indie rock', 'baroque pop', 'gospel', 'art pop']
2QOcB4UStpA4QbJH	['synthpop', 'electroclash', 'electropop', 'electro', 'electronica', 'dark electro', 'trip hop', 'pop', 'cyberpunk', 'wave', 'alternative rock', 'experimental', 'singer songwriter', 'new wave']
2Qc6071xvfhWH2T2	['chamber pop']
2QjBaiCeX5bxuQm3	['pop', 'synthpop', 'electronica', 'dance pop']
2RCiXlqfzBgsPjRp	['hip hop', 'rap', 'trap', 'dark trap']
2ROOBr3KX6LU7qa4	['gothic metal', 'synthpop', 'metal', 'rock', 'doom metal', 'gothic rock', 'alternative rock', 'experimental', 'industrial', 'alternative metal']
2UjZzIZjJjFm9Efw	['art pop']
2VlKYw5QIFuFdxZx	['classic rock', 'rock', 'jazz rock', 'jazz fusion', 'jazz', 'progressive rock', 'album rock']
2W3VykgHAXYYFcKz	['experimental']
2WpP3K6hVKeITVvv	['country', 'pop', 'country pop']
2WxqYjCRRfIYHt42	['punk', 'rock', 'classic rock', 'hard rock']
2X8q9y8K8F0lVZX4	['metalcore', 'metal', 'thrash metal', 'groove metal', 'hardcore', 'death metal', 'power metal', 'rock', 'alternative metal', 'melodic power metal', 'hard rock', 'speed metal', 'melodic death metal', 'melodic metal', 'melodic metalcore']
2ar1NoamebhRidi2	['pop', 'rock']
2btvaaxMyGuMNTxy	['rock nacional']
2cF7HdTqbIb5bw4S	['punk', 'classic rock', 'rock']
2dpt2co1mEnglsnT	['pop', 'dance pop', 'europop', 'tropical house']
2e57QD3VxrKDiCYG	['pop', 'teen pop', 'rock', 'pop rock']
2eKEeOfxNK4bxQp0	['gothic metal', 'doom metal', 'metal']
2eREUs8hwNGjulGn	['rock', 'baroque', 'rock nacional', 'brazilian rock']
2iYRelCCfGkKxQOS	['rock', 'pop', 'alternative rock', 'irish rock', 'soft rock', 'indie rock', 'alternative pop rock', 'pop rock', 'chamber pop', 'jangle pop', 'dream pop', 'celtic', 'celtic rock', 'drama']
2ju6Tr3mAUMqJs9j	['rock']
2jvSAsrqAkvOxF2t	['folk', 'singer songwriter', 'rock', 'indie rock', 'folk rock']
2knCAWRqPtjPPoAU	['metalcore', 'alternative rock', 'hardcore', 'emo', 'hard rock', 'screamo', 'post hardcore', 'emocore']
2leXj50v1cWMcYVW	['indie rock', 'britpop', 'rock', 'alternative rock', 'pop', 'reggae', 'indie pop', 'pop punk', 'garage rock']
2ln9uBuZQ9VFslZv	['synthpop', 'art pop', 'sophisti pop']
2mFJCc2CRmchu6pr	['shoegaze', 'dream pop', 'britpop', 'indie pop', 'space rock', 'rock', 'noise rock', 'noise pop']
2mc0BbRCeMPz5iU3	['progressive metal', 'metal', 'industrial metal', 'progressive rock', 'experimental', 'canadian metal']
2o7MGx76pkt26THN	['alternative rock', 'rock', 'hardcore punk', 'punk', 'nu metal', 'metal', 'alternative metal']
2qwN2iYjxLuJdKLz	['soundtrack', 'new wave', 'pop', 'pop rock', 'dance pop']
2r4vxtHw5W0Fqw2x	['rock', 'classic rock', 'pop', 'alternative rock', 'blues', 'post punk', 'rock and roll', 'indie rock', 'soft rock', 'blues rock', 'modern rock', 'celtic', 'pop rock', 'alternative pop rock']
2rbwvI5RH2avdDbf	['alternative rock', 'rock', 'electronic rock', 'nu metal', 'experimental', 'rap metal', 'rap rock']
2sPhTCourKP3kNBG	['bossa nova', 'mpb', 'blues', 'world']
2sdQCGP6CA6lXcmj	['pop']
2tCiohnRFkJrnof8	['progressive metal', 'metal', 'experimental', 'industrial metal', 'progressive rock', 'rock', 'industrial', 'prog metal', 'alternative rock', 'death metal']
2wpBAJJvohmYlNLa	['indie rock', 'rock', 'alternative rock', 'pop rock', 'disco', 'punk', 'indie pop', 'new wave', 'britpop', 'post punk', 'garage rock']
2yArja7FuST1MJd2	['grunge', 'rock', 'alternative rock', 'punk', 'hard rock', 'indie rock', 'classic rock', 'pop']
2yPZFu1aEPIiugQP	['experimental', 'progressive metal', 'progressive death metal', 'progressive rock']
2zOjn1hBUfzYfGRP	['folk', 'lo fi']
2zVvGAAPvbIc73pf	['country']
305Grk7cARdFuECa	['soul', 'pop', 'r b', 'neo soul', 'singer songwriter', 'hip hop', 'rock', 'pop rock', 'funk', 'blues', 'cool jazz', 'rhythm and blues']
30s9OOAoJHxTkOEs	['pop', 'singer songwriter', 'britpop', 'rock', 'easy listening', 'folk', 'pop rock', 'soft rock', 'pop dance']
31nn0gSAPo0rAhB6	['singer songwriter', 'pop', 'folk', 'piano rock', 'indie pop', 'jazz', 'rock', 'soul', 'lo fi', 'alternative pop', 'pop rock']
32m5suoC94ytD8Ed	['trap', 'pop', 'rap', 'hip hop', 'pop rap', 'r b']
33cQiYahny0AEjJa	['pop', 'experimental']
34X08ZxyRV0GJF75	['indie pop', 'lo fi', 'dream pop']
36bH1xyw3L0z9Tzo	['rock', 'soft rock', 'folk rock', 'singer songwriter', 'classic rock', 'pop', 'folk']
387hbnHwBbilrbw7	['technical death metal', 'death metal', 'brutal death metal', 'progressive metal', 'technical brutal death metal', 'electronica', 'electro', 'house', 'avant garde metal', 'progressive technical death metal']
38mNvmgJUzLn7Pf7	['metal', 'metalcore', 'hardcore', 'hard rock', 'rock', 'alternative metal', 'punk', 'alternative rock', 'screamo', 'thrash metal', 'post hardcore', 'nu metal', 'power metal', 'melodic metal', 'progressive metal', 'pop rock', 'speed metal', 'soundtrack', 'pop', 'glam metal', 'grunge', 'nwobhm', 'melodic power metal', 'melodic metalcore']
3A9xFYR9P4g77E8P	['pop']
3AFJhhbI2bMOuY9r	['indie rock', 'rock', 'country', 'freak folk', 'southern rock', 'alternative country']
3AukcIt4tYzkzACJ	['soundtrack']
3ByWvUb9nHxuhlFF	['indietronica']
3CZqD0mkHo85uqok	['punk', 'new wave', 'rock', 'mod revival', 'post punk', 'britpop', 'pop', 'classic rock', 'alternative rock', 'power pop', 'metal', 'blues', 'ska', 'birthday']
3FWIpbQdyNxQY58H	['pop rock']
3FWPspKAxE4uPvLh	['indie rock', 'post rock', 'experimental', 'alternative rock', 'indie pop', 'rock', 'lounge', 'supergroup', 'reggae', 'folk', 'singer songwriter', 'dubstep', 'beats', 'background music']
3G6YdquxUGPnpubQ	['pop', 'rock', 'alternative rock', 'indie pop', 'indie rock']
3HDWcbqiTkira9kn	['rock', 'alternative rock', 'emo', 'pop punk', 'punk', 'indie rock', 'pop rock', 'power pop', 'pop', 'black metal', 'indie pop']
3HPU8KrO0QL5uiN9	['pop', 'r b', 'rhythm and blues', 'soul', 'neo soul', 'rock', 'rap', 'singer songwriter']
3ITm8atd8sXaBdan	['electronica', 'pop']
3JEVoDdHRH9DUwH5	['pop', 'soundtrack', 'eurodance', 'teen pop', 'europop', 'disco', 'dance pop', 'trance', 'classic rock', 'electronica', 'trip hop', 'rock', 'soul', 'country', 'grunge', 'emo', 'folk', 'ambient', 'post rock', 'downtempo', 'singer songwriter', 'new wave', 'britpop', 'funk']
3JT6jp2pCjf7BxDX	['techno', 'electronica', 'house', 'electro', 'trance', 'electroclash', 'disco', 'punk', 'rock', 'funk', 'electropop', 'pop', 'progressive house', 'electronic rock', 'new wave', 'industrial rock', 'synthpop', 'trip hop', 'electro house']
3NriP9bCFzLRbDTn	['indie pop', 'indie rock']
3NyBdzSH2FNfF6i9	['pop', 'downtempo']
3OzbkLqFx4zPpNmV	['singer songwriter', 'rock', 'alternative rock']
3PNN0FflXSJDEwSx	['alternative rock', 'modern rock', 'pop rock']
3RsQHX6UpW9shtiD	['pop']
3SdG6bPltgrwbEQk	['experimental', 'electronica', 'rock', 'dream pop', 'pop', 'ambient', 'indie pop', 'britpop', 'ambient pop', 'psychedelic pop', 'indietronica', 'hypnosis', 'neo psychedelic']
3SvKQcw3XiVmeAPo	['rock', 'acoustic rock', 'brazilian rock']
3TG5SdE73K5IBVJY	['downtempo']
3ThxO5Q3A29V2vnd	['hip hop', 'grime']
