id	0_best_fc2_vgg19_mfcc_bow_padding_model	1_best_fc2_vgg19_mfcc_bow_padding_model	2_best_fc2_vgg19_mfcc_bow_padding_model	3_best_fc2_vgg19_mfcc_bow_padding_model	4_best_fc2_vgg19_mfcc_bow_padding_model	5_best_fc2_vgg19_mfcc_bow_padding_model	6_best_fc2_vgg19_mfcc_bow_padding_model	7_best_fc2_vgg19_mfcc_bow_padding_model	8_best_fc2_vgg19_mfcc_bow_padding_model	9_best_fc2_vgg19_mfcc_bow_padding_model	10_best_fc2_vgg19_mfcc_bow_padding_model	11_best_fc2_vgg19_mfcc_bow_padding_model	12_best_fc2_vgg19_mfcc_bow_padding_model	13_best_fc2_vgg19_mfcc_bow_padding_model	14_best_fc2_vgg19_mfcc_bow_padding_model	15_best_fc2_vgg19_mfcc_bow_padding_model	16_best_fc2_vgg19_mfcc_bow_padding_model	17_best_fc2_vgg19_mfcc_bow_padding_model	18_best_fc2_vgg19_mfcc_bow_padding_model	19_best_fc2_vgg19_mfcc_bow_padding_model	20_best_fc2_vgg19_mfcc_bow_padding_model	21_best_fc2_vgg19_mfcc_bow_padding_model	22_best_fc2_vgg19_mfcc_bow_padding_model	23_best_fc2_vgg19_mfcc_bow_padding_model	24_best_fc2_vgg19_mfcc_bow_padding_model	25_best_fc2_vgg19_mfcc_bow_padding_model	26_best_fc2_vgg19_mfcc_bow_padding_model	27_best_fc2_vgg19_mfcc_bow_padding_model	28_best_fc2_vgg19_mfcc_bow_padding_model	29_best_fc2_vgg19_mfcc_bow_padding_model	30_best_fc2_vgg19_mfcc_bow_padding_model	31_best_fc2_vgg19_mfcc_bow_padding_model	32_best_fc2_vgg19_mfcc_bow_padding_model	33_best_fc2_vgg19_mfcc_bow_padding_model	34_best_fc2_vgg19_mfcc_bow_padding_model	35_best_fc2_vgg19_mfcc_bow_padding_model	36_best_fc2_vgg19_mfcc_bow_padding_model	37_best_fc2_vgg19_mfcc_bow_padding_model	38_best_fc2_vgg19_mfcc_bow_padding_model	39_best_fc2_vgg19_mfcc_bow_padding_model	40_best_fc2_vgg19_mfcc_bow_padding_model	41_best_fc2_vgg19_mfcc_bow_padding_model	42_best_fc2_vgg19_mfcc_bow_padding_model	43_best_fc2_vgg19_mfcc_bow_padding_model	44_best_fc2_vgg19_mfcc_bow_padding_model	45_best_fc2_vgg19_mfcc_bow_padding_model	46_best_fc2_vgg19_mfcc_bow_padding_model	47_best_fc2_vgg19_mfcc_bow_padding_model	48_best_fc2_vgg19_mfcc_bow_padding_model	49_best_fc2_vgg19_mfcc_bow_padding_model	50_best_fc2_vgg19_mfcc_bow_padding_model	51_best_fc2_vgg19_mfcc_bow_padding_model	52_best_fc2_vgg19_mfcc_bow_padding_model	53_best_fc2_vgg19_mfcc_bow_padding_model	54_best_fc2_vgg19_mfcc_bow_padding_model	55_best_fc2_vgg19_mfcc_bow_padding_model	56_best_fc2_vgg19_mfcc_bow_padding_model	57_best_fc2_vgg19_mfcc_bow_padding_model	58_best_fc2_vgg19_mfcc_bow_padding_model	59_best_fc2_vgg19_mfcc_bow_padding_model	60_best_fc2_vgg19_mfcc_bow_padding_model	61_best_fc2_vgg19_mfcc_bow_padding_model	62_best_fc2_vgg19_mfcc_bow_padding_model	63_best_fc2_vgg19_mfcc_bow_padding_model	64_best_fc2_vgg19_mfcc_bow_padding_model	65_best_fc2_vgg19_mfcc_bow_padding_model	66_best_fc2_vgg19_mfcc_bow_padding_model	67_best_fc2_vgg19_mfcc_bow_padding_model	68_best_fc2_vgg19_mfcc_bow_padding_model	69_best_fc2_vgg19_mfcc_bow_padding_model	70_best_fc2_vgg19_mfcc_bow_padding_model	71_best_fc2_vgg19_mfcc_bow_padding_model	72_best_fc2_vgg19_mfcc_bow_padding_model	73_best_fc2_vgg19_mfcc_bow_padding_model	74_best_fc2_vgg19_mfcc_bow_padding_model	75_best_fc2_vgg19_mfcc_bow_padding_model	76_best_fc2_vgg19_mfcc_bow_padding_model	77_best_fc2_vgg19_mfcc_bow_padding_model	78_best_fc2_vgg19_mfcc_bow_padding_model	79_best_fc2_vgg19_mfcc_bow_padding_model	80_best_fc2_vgg19_mfcc_bow_padding_model	81_best_fc2_vgg19_mfcc_bow_padding_model	82_best_fc2_vgg19_mfcc_bow_padding_model	83_best_fc2_vgg19_mfcc_bow_padding_model	84_best_fc2_vgg19_mfcc_bow_padding_model	85_best_fc2_vgg19_mfcc_bow_padding_model	86_best_fc2_vgg19_mfcc_bow_padding_model	87_best_fc2_vgg19_mfcc_bow_padding_model	88_best_fc2_vgg19_mfcc_bow_padding_model	89_best_fc2_vgg19_mfcc_bow_padding_model	90_best_fc2_vgg19_mfcc_bow_padding_model	91_best_fc2_vgg19_mfcc_bow_padding_model	92_best_fc2_vgg19_mfcc_bow_padding_model	93_best_fc2_vgg19_mfcc_bow_padding_model	94_best_fc2_vgg19_mfcc_bow_padding_model	95_best_fc2_vgg19_mfcc_bow_padding_model	96_best_fc2_vgg19_mfcc_bow_padding_model	97_best_fc2_vgg19_mfcc_bow_padding_model	98_best_fc2_vgg19_mfcc_bow_padding_model	99_best_fc2_vgg19_mfcc_bow_padding_model	100_best_fc2_vgg19_mfcc_bow_padding_model	101_best_fc2_vgg19_mfcc_bow_padding_model	102_best_fc2_vgg19_mfcc_bow_padding_model	103_best_fc2_vgg19_mfcc_bow_padding_model	104_best_fc2_vgg19_mfcc_bow_padding_model	105_best_fc2_vgg19_mfcc_bow_padding_model	106_best_fc2_vgg19_mfcc_bow_padding_model	107_best_fc2_vgg19_mfcc_bow_padding_model	108_best_fc2_vgg19_mfcc_bow_padding_model	109_best_fc2_vgg19_mfcc_bow_padding_model	110_best_fc2_vgg19_mfcc_bow_padding_model	111_best_fc2_vgg19_mfcc_bow_padding_model	112_best_fc2_vgg19_mfcc_bow_padding_model	113_best_fc2_vgg19_mfcc_bow_padding_model	114_best_fc2_vgg19_mfcc_bow_padding_model	115_best_fc2_vgg19_mfcc_bow_padding_model	116_best_fc2_vgg19_mfcc_bow_padding_model	117_best_fc2_vgg19_mfcc_bow_padding_model	118_best_fc2_vgg19_mfcc_bow_padding_model	119_best_fc2_vgg19_mfcc_bow_padding_model	120_best_fc2_vgg19_mfcc_bow_padding_model	121_best_fc2_vgg19_mfcc_bow_padding_model	122_best_fc2_vgg19_mfcc_bow_padding_model	123_best_fc2_vgg19_mfcc_bow_padding_model	124_best_fc2_vgg19_mfcc_bow_padding_model	125_best_fc2_vgg19_mfcc_bow_padding_model	126_best_fc2_vgg19_mfcc_bow_padding_model	127_best_fc2_vgg19_mfcc_bow_padding_model
patue5C5C7NYenLA	0.0167933	0.0031651321	0.023550717	0.021822553	0.017311815	0.019553464	0.0072127986	0.022671364	0.01070509	0.022562282	0.015681269	0.02271277	0.02582382	0.00031540336	0.017164484	0.0	0.020292176	0.021033267	0.020510152	0.00029719126	0.006509966	0.014629763	0.00084693806	0.019380491	0.018504202	0.02521147	0.022866242	0.017550228	0.007317047	0.023559675	0.022113046	0.026193457	0.023195656	0.023256114	0.017019507	0.029360129	0.01956534	0.018302925	0.01904228	0.021104276	0.0057750535	0.020352349	0.019683495	0.024673916	0.018915843	0.015511172	0.010850065	0.025720093	0.017952261	0.0	0.021281404	0.013123185	0.008385886	0.01694126	0.015503141	0.020459235	0.009635919	0.020623462	0.018338231	0.023421124	0.025028938	0.0	0.0	0.0119506875	0.017480057	0.02069199	0.026773991	0.020385455	0.015581838	0.01934443	0.023696322	0.018646609	0.010420995	0.018186165	0.022100283	0.018702485	0.022825398	0.023418004	0.0044685598	0.008717106	0.025804894	0.017980266	0.025890449	0.023077043	0.020348003	0.020917641	0.018442303	0.02035556	0.025453413	0.01968977	0.021162448	0.01949896	0.019340716	0.01726107	0.015611778	0.029036287	0.022135096	0.031966776	0.024137404	0.013894084	0.018253222	0.0070368075	0.0023857262	0.021459162	0.00018720888	0.02770903	0.01925141	0.015953308	0.022729538	0.016609155	0.01197234	0.0133147	0.0037017472	0.0	0.02098488	0.019933164	0.018600121	0.016679775	0.00025992584	0.020535544	0.026153702	0.014188277	0.012931949	0.004202902	0.01815399	0.02190534	0.0	0.022502868
20zr6H3cRMCmQpEB	0.013431969	0.0028074267	0.020231573	0.018123407	0.012736104	0.016380178	0.007038713	0.019132674	0.009094429	0.019583235	0.011876116	0.018395329	0.022448976	0.0012922876	0.013166481	0.0	0.01675569	0.017337786	0.016180744	5.1960105e-05	0.0059456774	0.01382866	0.0007568526	0.016139073	0.015200001	0.021283522	0.01870168	0.013770509	0.0064781504	0.020768082	0.018609026	0.022940524	0.018993877	0.019824367	0.016791705	0.025542175	0.015304962	0.014584911	0.015478752	0.017496211	0.00453609	0.019110266	0.01698679	0.022096366	0.015436316	0.014549433	0.009688464	0.020307703	0.014578784	0.0	0.017981527	0.012519051	0.0074276268	0.012141966	0.011189694	0.01622114	0.007613346	0.017268091	0.014664802	0.019689716	0.022696037	0.0	0.0	0.009429627	0.013476677	0.01578611	0.022872278	0.016031472	0.014262161	0.017519802	0.019272225	0.014580381	0.0076366826	0.014291011	0.019394252	0.014887149	0.018025909	0.019093292	0.0036191149	0.006059477	0.021474175	0.014353516	0.023252288	0.019681042	0.017296525	0.016077124	0.01679598	0.017492464	0.021932404	0.01587978	0.017996108	0.01831818	0.016972505	0.013225984	0.012324299	0.025609536	0.018319417	0.028335946	0.019715918	0.01068879	0.01595349	0.0047389534	0.001230639	0.018255327	0.0	0.025016973	0.015572488	0.013258375	0.018972863	0.013240284	0.011448905	0.010431103	0.0041236216	0.0	0.016707463	0.016457416	0.01513883	0.01291456	0.00016304529	0.016465522	0.022571664	0.0104332585	0.010495928	0.0032406214	0.0145792235	0.017346438	0.0	0.017457685
536lU8a3xDBRCeWp	0.009797616	0.008998705	0.017872352	0.014134099	0.009703701	0.012101693	0.013200243	0.016215034	0.014219256	0.017650781	0.009548215	0.02029622	0.024350315	0.006684082	0.011218541	0.003657448	0.013581348	0.019399725	0.013883738	0.006335765	0.011826836	0.013638374	0.0069199274	0.017429898	0.012025252	0.017983088	0.016256332	0.010804099	0.009719447	0.020575546	0.015534719	0.020856626	0.017728271	0.020962864	0.016823933	0.026298594	0.016526097	0.012153943	0.013260561	0.016092997	0.009607809	0.0196675	0.0134624345	0.023006225	0.01192647	0.015236965	0.011299622	0.019429075	0.011827179	0.002320939	0.013492534	0.012392096	0.013855916	0.009293967	0.013565075	0.014578131	0.013613538	0.013812949	0.010958386	0.01910351	0.019780753	0.004721601	0.0	0.01438243	0.011376767	0.013328569	0.025644107	0.013429725	0.014242438	0.014576578	0.016640142	0.011478292	0.008470324	0.011718007	0.016381785	0.012695609	0.015825467	0.019554585	0.009442294	0.0014983157	0.020773316	0.010681655	0.022159774	0.017095568	0.018585743	0.017506074	0.012754326	0.014163085	0.023259353	0.016070146	0.015393559	0.014127456	0.014592679	0.010336523	0.015058431	0.025627121	0.01928136	0.02913949	0.017387422	0.0075088087	0.017938502	0.011249207	0.006893372	0.013531381	0.005936567	0.025244528	0.013119189	0.009870305	0.018506827	0.010618959	0.01197006	0.0071733324	0.009293397	0.0018576804	0.014113153	0.014366266	0.01209456	0.00968736	0.0059661428	0.013009541	0.023713162	0.012080956	0.013564884	0.0101414295	0.017581414	0.014330085	0.0025478972	0.018328775
JSaX8fVllx7DBjp6	0.007739896	0.0035591682	0.013704591	0.011057187	0.007436646	0.010724779	0.007674666	0.013573449	0.009638789	0.0130246235	0.0060155927	0.017268607	0.021050159	0.0017136481	0.0065060062	0.0	0.011100385	0.015865365	0.010646612	0.00014837545	0.0068130507	0.012996859	0.0026995616	0.014435666	0.0082282275	0.014519435	0.013373211	0.007835959	0.008110168	0.01879225	0.012790714	0.017284235	0.015050915	0.017342564	0.016019862	0.023760503	0.013526771	0.009174617	0.009779392	0.013908601	0.005109727	0.018384967	0.010511901	0.02145285	0.00905269	0.014331327	0.010123529	0.0164958	0.007759981	0.0	0.010806246	0.011772562	0.008350681	0.0067881336	0.009956424	0.012838751	0.009099787	0.010204231	0.00840432	0.016100088	0.01586406	7.685248e-05	0.0	0.009926867	0.0072216117	0.011555084	0.0226215	0.010862072	0.013205295	0.009889038	0.014255348	0.008459961	0.0071205124	0.008424109	0.012379124	0.009048035	0.012782174	0.016743166	0.004198703	0.0035730416	0.019936986	0.0074288854	0.018136583	0.014585418	0.014616059	0.0145801585	0.009431592	0.01156869	0.018360604	0.010951389	0.012230308	0.011034786	0.011400755	0.0070175203	0.011686008	0.024586357	0.017762102	0.026758932	0.014650082	0.0035248876	0.014363534	0.0053665307	0.001928329	0.012651986	0.0006482809	0.023055822	0.010018523	0.007118567	0.014407339	0.007451753	0.011553386	0.0040033413	0.0060143084	0.0	0.01079397	0.0106997	0.009478018	0.0065803514	0.000981405	0.010302861	0.020124014	0.008688213	0.011610178	0.005059415	0.012233072	0.012224391	0.0	0.014872566
SxKXZyDP96qh9iSr	0.0	0.0	0.0021933482	0.0	0.0	0.0	0.0036592423	0.0011907043	0.003970295	0.00112337	0.0	0.014246481	0.018106788	0.0	0.0	0.0	0.0	0.009765017	0.0	0.0	0.00229904	0.011734264	0.0	0.011548936	0.0	0.0017752808	0.001065399	0.0	0.0061526634	0.018812131	0.0	0.0067334496	0.0056910175	0.013745718	0.015058638	0.020650124	0.011302838	0.0	0.0	0.004891683	0.0019869935	0.017438805	0.0	0.017550932	0.0	0.013296293	0.009150069	0.006463756	0.0	0.0	0.0	0.010976348	0.0028533756	0.0	0.00207184	0.00030398488	0.0036720615	0.0	0.0	0.010988656	0.003982058	0.0	0.0	0.003198057	0.0	0.0	0.019719336	0.0	0.011890881	0.0	0.0010119228	0.0	0.0052238884	0.0	0.0	0.0	0.0	0.011289183	0.0	0.0025097383	0.013132436	0.0	0.0060617835	0.0024874709	0.0064896736	0.012512333	0.0	0.0	0.008009983	0.0012331165	1.8511148e-05	0.0	0.0	0.0	0.004703265	0.022819174	0.013723732	0.024043733	0.0016140101	0.0	0.012873118	0.0	0.0	0.0	0.0	0.020117885	0.0	0.0	0.0068506273	0.0	0.010417205	0.0	0.0012808262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014947834	0.001230448	0.006744673	0.0008533421	0.005000284	0.0	0.0	0.0076001794
vLcLw2wIsr1F3esl	0.0153828105	0.0	0.023001704	0.020871831	0.016219305	0.017568171	0.0	0.02048293	0.004322762	0.019750489	0.013977218	0.02330837	0.025623323	0.0	0.01540117	0.0	0.01831977	0.019243874	0.019535527	0.0	0.0	0.014458885	0.0	0.02124535	0.016102036	0.025033396	0.02153011	0.015967999	0.0022411929	0.022207838	0.02070438	0.027766986	0.02483322	0.022901842	0.017170208	0.03154596	0.022610104	0.015950995	0.018095413	0.024227556	0.0	0.020661414	0.018785082	0.023923451	0.01721758	0.014961871	0.009086685	0.027518934	0.01643161	0.0	0.020725034	0.013533225	0.0	0.015084903	0.014034508	0.022305403	0.0019958436	0.01969478	0.01743851	0.02638903	0.024924656	0.0	0.0	0.0055013774	0.014297412	0.019353656	0.025491806	0.018380884	0.015808567	0.018547298	0.020103717	0.016191369	0.011024407	0.017091552	0.019496828	0.017752517	0.020258239	0.0228579	0.0	0.008643082	0.028621156	0.01775753	0.024917036	0.024922868	0.0199421	0.023140885	0.017276783	0.018616103	0.023155278	0.019076567	0.019497609	0.01828407	0.017966103	0.015212733	0.0115925465	0.029111654	0.024030479	0.031982113	0.021907529	0.013587766	0.01747253	0.0	0.0	0.018994074	0.0	0.02897257	0.016823916	0.013818299	0.022503229	0.013644908	0.010818794	0.01194819	0.0	0.0	0.017950205	0.017514644	0.016293105	0.0148246465	0.0	0.0187055	0.023950659	0.012900396	0.009388085	0.0	0.01526375	0.019804385	0.0	0.023513151
KMMPB7AgaLFF9MkK	0.013281989	0.017085057	0.02121222	0.016447047	0.012234248	0.015793594	0.019680291	0.019652419	0.018632112	0.022150198	0.013260759	0.019009497	0.02359334	0.016424768	0.013548412	0.011798932	0.017389473	0.021356575	0.01608376	0.014463457	0.01996801	0.012443686	0.018879427	0.0138358595	0.015198575	0.01937412	0.01787213	0.0132163	0.016833264	0.011102079	0.016421122	0.021768581	0.019316996	0.021356288	0.016092071	0.024976531	0.013903777	0.014197413	0.015273784	0.016909642	0.014821367	0.018701367	0.016581861	0.02289906	0.014272347	0.015668107	0.012702854	0.02182296	0.013289748	0.015214296	0.016037982	0.01103265	0.020879393	0.010757285	0.014935952	0.017368702	0.01998195	0.016014995	0.013713277	0.018105762	0.023074465	0.015070802	0.0	0.018886112	0.01436732	0.016484318	0.02475039	0.017713495	0.01220655	0.018171936	0.01941617	0.01437739	0.005063081	0.013863744	0.019087631	0.01629621	0.017064255	0.02089745	0.017090885	0.0	0.020149702	0.012412911	0.026341885	0.018529965	0.02117331	0.01509673	0.01583922	0.01893691	0.026477527	0.018120259	0.017007904	0.016300114	0.016943805	0.012027305	0.018166525	0.024849739	0.017431589	0.027517198	0.019910984	0.009116025	0.016115516	0.015672108	0.012460155	0.016107371	0.015628919	0.021709813	0.016090982	0.012389294	0.020259213	0.012166385	0.012857709	0.009454836	0.01665099	0.010242727	0.016020749	0.017080262	0.015002921	0.010573515	0.013425154	0.015042826	0.023989338	0.01471143	0.016682273	0.018930476	0.019194594	0.016653629	0.012605769	0.018859891
Iw8bla6TJka0DIj4	0.0060234587	0.0025249592	0.01340826	0.010424068	0.007013973	0.009197046	0.00707907	0.012716823	0.0103073325	0.013366844	0.0063191126	0.016664583	0.020364642	0.000884721	0.008426956	0.0	0.010439591	0.017263196	0.011177207	0.0009586251	0.006977805	0.013053148	0.0003469452	0.015242608	0.0087780105	0.014987953	0.012879722	0.007912948	0.0062868674	0.014974117	0.01225421	0.01668539	0.013827689	0.018024225	0.016078876	0.023047242	0.01366813	0.0081401905	0.009935621	0.013583568	0.005547631	0.018420892	0.011094907	0.021089816	0.008386393	0.014440377	0.0099069895	0.01725373	0.009584155	0.0	0.0104451375	0.011972032	0.008072006	0.0065129898	0.011526807	0.012657536	0.009041088	0.010486889	0.00813416	0.016345548	0.017377157	0.0	0.0	0.010867602	0.0074785845	0.009875461	0.023401221	0.009848342	0.013677188	0.011557459	0.014065122	0.008033944	0.008549138	0.008804115	0.011525057	0.009069739	0.012676657	0.016919833	0.004532049	0.00040176781	0.01867867	0.00787468	0.01779787	0.014673359	0.01723354	0.014494411	0.00886531	0.011365763	0.020190343	0.012447758	0.011794033	0.010885582	0.011543462	0.00723682	0.013657787	0.024390932	0.016963165	0.025996836	0.013816609	0.004265193	0.015017828	0.006617502	0.002212728	0.011875749	0.0007142424	0.02177522	0.0093849	0.0065351916	0.015791448	0.0078122886	0.011470823	0.0036803149	0.0036956328	0.0	0.011465727	0.010735773	0.008959797	0.007381988	0.0012198708	0.010307994	0.021126144	0.010333816	0.012142442	0.0042594266	0.01495072	0.012622488	0.0	0.016687935
iw9ZpEzmntAY2Zr6	0.0074920827	0.00041816625	0.016238404	0.014425747	0.010009361	0.010784275	0.0050964323	0.014085126	0.008305065	0.015233474	0.007223499	0.021709306	0.023438461	0.0	0.008214671	0.0	0.010927232	0.015699966	0.011757042	0.0	0.0030311039	0.013921169	0.0	0.019598959	0.008370036	0.017811418	0.014640431	0.00914458	0.005089341	0.02360806	0.014586433	0.021364078	0.018285396	0.019854873	0.017151384	0.027556721	0.020071466	0.010373398	0.012379621	0.018228048	0.0038117869	0.020018032	0.011971557	0.022455625	0.010696135	0.014761399	0.009772007	0.018896867	0.010074921	0.0	0.0125279855	0.01331698	0.0050823847	0.008419699	0.010473694	0.014511277	0.00712897	0.012759448	0.010449126	0.021398438	0.018413309	0.0	0.0	0.00917508	0.008056259	0.012588263	0.023037715	0.011291175	0.015459798	0.011835192	0.014643866	0.009910217	0.010607861	0.010090148	0.013760496	0.010681952	0.0137634585	0.017779015	0.0013259007	0.011618491	0.02365424	0.010373633	0.019182587	0.017508645	0.0161865	0.01931517	0.011615819	0.012123762	0.018643416	0.013172407	0.013287938	0.014024247	0.012008243	0.008173859	0.011211786	0.025830451	0.02154043	0.0282066	0.014941772	0.0062839743	0.015836626	0.0040122746	0.0	0.012573602	0.0	0.028155815	0.00991266	0.008951109	0.01660493	0.008198951	0.011133665	0.0060034953	0.002606994	0.0	0.01215909	0.011259792	0.0111781545	0.0075738044	0.0	0.01175362	0.020687848	0.00858429	0.010819847	0.0012001176	0.013085746	0.014639592	0.0	0.018240325
GuUaZTQuJtaRj8e0	0.004908798	0.0	0.009600909	0.0072350423	0.0019762446	0.0032990586	0.0037083076	0.0073590986	0.0104225995	0.008626752	0.0027219388	0.01977331	0.025952064	0.0	0.0039942246	0.0	0.00371748	0.023052132	0.009326014	0.0	0.0021402983	0.01409915	0.0	0.01717467	0.004829307	0.015367123	0.0116539765	0.0037824323	0.004178965	0.019914046	0.009991559	0.019342849	0.018608192	0.023582203	0.016067803	0.02760191	0.017142221	0.0039446107	0.005319882	0.017286498	0.00444869	0.02006865	0.0073200995	0.023428407	0.0047828835	0.015002677	0.009842106	0.024763545	0.0054285205	0.0	0.0078124604	0.012575372	0.0034546254	0.003043246	0.020103972	0.014774306	0.0059538907	0.007686994	0.0045042816	0.022224039	0.018047426	0.0	0.0	0.011248139	0.0035784796	0.0052268007	0.027597139	0.007098326	0.01330378	0.008649253	0.009868441	0.004417955	0.007117898	0.0030484048	0.008228446	0.004740837	0.007658314	0.026589327	0.0	0.0028919268	0.020618243	0.0049494207	0.02124034	0.014492515	0.02424722	0.018656477	0.004060207	0.0071710777	0.026872462	0.018613648	0.0066365106	0.006530637	0.007034134	0.002519046	0.016782168	0.03064025	0.019510208	0.030828035	0.008458726	0.00037002505	0.016179858	0.007331842	0.0	0.0069756974	0.0	0.024052912	0.005042837	0.0	0.018837731	0.00321548	0.01144682	0.0	0.0	0.0	0.008088577	0.006107141	0.0028943473	0.0039914465	0.0	0.0062049837	0.026745388	0.019572757	0.013383538	0.0	0.021548217	0.006705645	0.0	0.023862394
faTeT1pHYTh5fn78	0.010722483	0.0	0.019882176	0.016154	0.012315191	0.013580434	0.003974599	0.016804855	0.007126211	0.017141884	0.009975722	0.023113186	0.02548326	0.0	0.011537615	0.0	0.013687454	0.019111458	0.014785559	0.0	0.0021419034	0.014320197	0.0	0.019459685	0.013190192	0.020890694	0.01766801	0.011957776	0.0059205126	0.024694517	0.01627035	0.023187757	0.019574339	0.02259501	0.01728479	0.029986242	0.020374062	0.012415135	0.013881379	0.019018246	0.003348141	0.020478252	0.013662344	0.023001837	0.013227221	0.014968858	0.0097403	0.020355074	0.011506856	0.0	0.016119892	0.013224815	0.004092067	0.010709962	0.012445498	0.015806997	0.006228528	0.0149012115	0.0127091715	0.021679338	0.020871025	0.0	0.0	0.007885847	0.012127245	0.015697645	0.024621325	0.015873011	0.0158333	0.013709292	0.016788756	0.0120075485	0.009053271	0.013163995	0.017299885	0.013064916	0.016031666	0.021391347	0.00012089268	0.007093613	0.025247429	0.012609484	0.021368865	0.019198216	0.018180298	0.02175909	0.013959335	0.014946302	0.02078818	0.01583412	0.015640326	0.015515756	0.014064642	0.010892286	0.012093287	0.028501023	0.022970626	0.031204332	0.018350253	0.008576626	0.018036393	0.0022852286	0.0	0.016307727	0.0	0.02852446	0.013451213	0.0108592715	0.019881273	0.010792971	0.011198251	0.009160122	0.0	0.0	0.014825105	0.013980966	0.012451621	0.010172036	0.0	0.01456742	0.024108876	0.011086604	0.011163066	9.3849645e-05	0.015011179	0.01539039	0.0	0.019425072
kC8ItuaAbAJWNv3v	0.011289813	0.0	0.017890463	0.017580112	0.012690032	0.014399518	0.0	0.016936531	0.0028329263	0.015292843	0.010332516	0.019798536	0.021549674	0.0	0.010021518	0.0	0.013964784	0.014224876	0.014960526	0.0	0.0	0.013793924	0.0	0.017519444	0.011579454	0.018945191	0.017043397	0.012146939	0.0029653958	0.024034899	0.01636338	0.021851208	0.017985322	0.017325692	0.016575476	0.026252141	0.01788294	0.012893159	0.014178614	0.018337164	0.0	0.019257206	0.014233235	0.021591583	0.013289443	0.014265188	0.009518707	0.020103293	0.011311645	0.0	0.01633335	0.012906385	0.0	0.011551504	0.007934291	0.01567479	0.0016968705	0.014201806	0.0132705225	0.020289676	0.018613784	0.0	0.0	0.00389252	0.0111228665	0.014835278	0.02185487	0.014691034	0.014928206	0.012764046	0.01749002	0.012496815	0.0096188085	0.013189821	0.015752127	0.013533658	0.016182648	0.016482946	0.0	0.010630366	0.02341331	0.013040307	0.019032128	0.019053534	0.013510111	0.018132908	0.01354491	0.014473082	0.017267838	0.012749301	0.016775455	0.015983777	0.014139256	0.011340587	0.007651535	0.02511326	0.020669624	0.027224744	0.018377293	0.0087533	0.015421277	0.0	0.0	0.01546955	0.0	0.02572856	0.01350572	0.011323606	0.016719786	0.0095832255	0.010733524	0.008273724	0.0	0.0	0.014968582	0.014354776	0.012608737	0.010435549	0.0	0.0152445035	0.01957972	0.006754328	0.007839471	0.0	0.00976399	0.015530788	0.0	0.015814366
KCACCeRamDuSiRJJ	0.02092917	0.0066156574	0.028040845	0.025861463	0.02176275	0.023485694	0.011383596	0.026659045	0.012375375	0.02567181	0.020187838	0.025123078	0.026847325	0.0039734524	0.020741409	0.0016379223	0.024390744	0.022082983	0.023845326	0.002400614	0.0097310515	0.015121823	0.0026291714	0.021998625	0.021957349	0.028767988	0.02648685	0.020626504	0.007947129	0.027807577	0.02583976	0.031112412	0.02436259	0.024071354	0.017962962	0.030787162	0.021589845	0.023063667	0.024023982	0.025293568	0.0078765275	0.020996254	0.023775013	0.025341582	0.022398168	0.015732374	0.011663103	0.027873244	0.02205188	0.0	0.0245414	0.014015556	0.011777528	0.020201873	0.016677214	0.023811338	0.011849471	0.024119537	0.022903388	0.02612554	0.030573651	0.0026351032	0.0	0.0136924125	0.021960728	0.023721581	0.025299001	0.02449991	0.016692115	0.024661887	0.027715316	0.022000974	0.00960981	0.02210766	0.026970938	0.02380564	0.025837941	0.022881955	0.008373223	0.0085229175	0.028191382	0.021876372	0.030232472	0.027649209	0.023701778	0.022842402	0.024238518	0.02443214	0.028141346	0.022705032	0.025238568	0.025825392	0.024316661	0.02018749	0.016879814	0.02800488	0.024552563	0.0321706	0.02708858	0.018332945	0.020430485	0.010129382	0.0055545364	0.025365092	0.0038965198	0.029897299	0.023915244	0.020906555	0.025741858	0.020113697	0.012364113	0.01857777	0.0057642977	0.0	0.024756905	0.023554917	0.02247144	0.02089473	0.0039097103	0.024739731	0.02708372	0.015305356	0.014175543	0.0068527674	0.019566089	0.024817983	0.0	0.022748923
