id	0_best_fc2_vgg19_lyrics_bert_padding_model	1_best_fc2_vgg19_lyrics_bert_padding_model	2_best_fc2_vgg19_lyrics_bert_padding_model	3_best_fc2_vgg19_lyrics_bert_padding_model	4_best_fc2_vgg19_lyrics_bert_padding_model	5_best_fc2_vgg19_lyrics_bert_padding_model	6_best_fc2_vgg19_lyrics_bert_padding_model	7_best_fc2_vgg19_lyrics_bert_padding_model	8_best_fc2_vgg19_lyrics_bert_padding_model	9_best_fc2_vgg19_lyrics_bert_padding_model	10_best_fc2_vgg19_lyrics_bert_padding_model	11_best_fc2_vgg19_lyrics_bert_padding_model	12_best_fc2_vgg19_lyrics_bert_padding_model	13_best_fc2_vgg19_lyrics_bert_padding_model	14_best_fc2_vgg19_lyrics_bert_padding_model	15_best_fc2_vgg19_lyrics_bert_padding_model	16_best_fc2_vgg19_lyrics_bert_padding_model	17_best_fc2_vgg19_lyrics_bert_padding_model	18_best_fc2_vgg19_lyrics_bert_padding_model	19_best_fc2_vgg19_lyrics_bert_padding_model	20_best_fc2_vgg19_lyrics_bert_padding_model	21_best_fc2_vgg19_lyrics_bert_padding_model	22_best_fc2_vgg19_lyrics_bert_padding_model	23_best_fc2_vgg19_lyrics_bert_padding_model	24_best_fc2_vgg19_lyrics_bert_padding_model	25_best_fc2_vgg19_lyrics_bert_padding_model	26_best_fc2_vgg19_lyrics_bert_padding_model	27_best_fc2_vgg19_lyrics_bert_padding_model	28_best_fc2_vgg19_lyrics_bert_padding_model	29_best_fc2_vgg19_lyrics_bert_padding_model	30_best_fc2_vgg19_lyrics_bert_padding_model	31_best_fc2_vgg19_lyrics_bert_padding_model	32_best_fc2_vgg19_lyrics_bert_padding_model	33_best_fc2_vgg19_lyrics_bert_padding_model	34_best_fc2_vgg19_lyrics_bert_padding_model	35_best_fc2_vgg19_lyrics_bert_padding_model	36_best_fc2_vgg19_lyrics_bert_padding_model	37_best_fc2_vgg19_lyrics_bert_padding_model	38_best_fc2_vgg19_lyrics_bert_padding_model	39_best_fc2_vgg19_lyrics_bert_padding_model	40_best_fc2_vgg19_lyrics_bert_padding_model	41_best_fc2_vgg19_lyrics_bert_padding_model	42_best_fc2_vgg19_lyrics_bert_padding_model	43_best_fc2_vgg19_lyrics_bert_padding_model	44_best_fc2_vgg19_lyrics_bert_padding_model	45_best_fc2_vgg19_lyrics_bert_padding_model	46_best_fc2_vgg19_lyrics_bert_padding_model	47_best_fc2_vgg19_lyrics_bert_padding_model	48_best_fc2_vgg19_lyrics_bert_padding_model	49_best_fc2_vgg19_lyrics_bert_padding_model	50_best_fc2_vgg19_lyrics_bert_padding_model	51_best_fc2_vgg19_lyrics_bert_padding_model	52_best_fc2_vgg19_lyrics_bert_padding_model	53_best_fc2_vgg19_lyrics_bert_padding_model	54_best_fc2_vgg19_lyrics_bert_padding_model	55_best_fc2_vgg19_lyrics_bert_padding_model	56_best_fc2_vgg19_lyrics_bert_padding_model	57_best_fc2_vgg19_lyrics_bert_padding_model	58_best_fc2_vgg19_lyrics_bert_padding_model	59_best_fc2_vgg19_lyrics_bert_padding_model	60_best_fc2_vgg19_lyrics_bert_padding_model	61_best_fc2_vgg19_lyrics_bert_padding_model	62_best_fc2_vgg19_lyrics_bert_padding_model	63_best_fc2_vgg19_lyrics_bert_padding_model	64_best_fc2_vgg19_lyrics_bert_padding_model	65_best_fc2_vgg19_lyrics_bert_padding_model	66_best_fc2_vgg19_lyrics_bert_padding_model	67_best_fc2_vgg19_lyrics_bert_padding_model	68_best_fc2_vgg19_lyrics_bert_padding_model	69_best_fc2_vgg19_lyrics_bert_padding_model	70_best_fc2_vgg19_lyrics_bert_padding_model	71_best_fc2_vgg19_lyrics_bert_padding_model	72_best_fc2_vgg19_lyrics_bert_padding_model	73_best_fc2_vgg19_lyrics_bert_padding_model	74_best_fc2_vgg19_lyrics_bert_padding_model	75_best_fc2_vgg19_lyrics_bert_padding_model	76_best_fc2_vgg19_lyrics_bert_padding_model	77_best_fc2_vgg19_lyrics_bert_padding_model	78_best_fc2_vgg19_lyrics_bert_padding_model	79_best_fc2_vgg19_lyrics_bert_padding_model	80_best_fc2_vgg19_lyrics_bert_padding_model	81_best_fc2_vgg19_lyrics_bert_padding_model	82_best_fc2_vgg19_lyrics_bert_padding_model	83_best_fc2_vgg19_lyrics_bert_padding_model	84_best_fc2_vgg19_lyrics_bert_padding_model	85_best_fc2_vgg19_lyrics_bert_padding_model	86_best_fc2_vgg19_lyrics_bert_padding_model	87_best_fc2_vgg19_lyrics_bert_padding_model	88_best_fc2_vgg19_lyrics_bert_padding_model	89_best_fc2_vgg19_lyrics_bert_padding_model	90_best_fc2_vgg19_lyrics_bert_padding_model	91_best_fc2_vgg19_lyrics_bert_padding_model	92_best_fc2_vgg19_lyrics_bert_padding_model	93_best_fc2_vgg19_lyrics_bert_padding_model	94_best_fc2_vgg19_lyrics_bert_padding_model	95_best_fc2_vgg19_lyrics_bert_padding_model	96_best_fc2_vgg19_lyrics_bert_padding_model	97_best_fc2_vgg19_lyrics_bert_padding_model	98_best_fc2_vgg19_lyrics_bert_padding_model	99_best_fc2_vgg19_lyrics_bert_padding_model	100_best_fc2_vgg19_lyrics_bert_padding_model	101_best_fc2_vgg19_lyrics_bert_padding_model	102_best_fc2_vgg19_lyrics_bert_padding_model	103_best_fc2_vgg19_lyrics_bert_padding_model	104_best_fc2_vgg19_lyrics_bert_padding_model	105_best_fc2_vgg19_lyrics_bert_padding_model	106_best_fc2_vgg19_lyrics_bert_padding_model	107_best_fc2_vgg19_lyrics_bert_padding_model	108_best_fc2_vgg19_lyrics_bert_padding_model	109_best_fc2_vgg19_lyrics_bert_padding_model	110_best_fc2_vgg19_lyrics_bert_padding_model	111_best_fc2_vgg19_lyrics_bert_padding_model	112_best_fc2_vgg19_lyrics_bert_padding_model	113_best_fc2_vgg19_lyrics_bert_padding_model	114_best_fc2_vgg19_lyrics_bert_padding_model	115_best_fc2_vgg19_lyrics_bert_padding_model	116_best_fc2_vgg19_lyrics_bert_padding_model	117_best_fc2_vgg19_lyrics_bert_padding_model	118_best_fc2_vgg19_lyrics_bert_padding_model	119_best_fc2_vgg19_lyrics_bert_padding_model	120_best_fc2_vgg19_lyrics_bert_padding_model	121_best_fc2_vgg19_lyrics_bert_padding_model	122_best_fc2_vgg19_lyrics_bert_padding_model	123_best_fc2_vgg19_lyrics_bert_padding_model	124_best_fc2_vgg19_lyrics_bert_padding_model	125_best_fc2_vgg19_lyrics_bert_padding_model	126_best_fc2_vgg19_lyrics_bert_padding_model	127_best_fc2_vgg19_lyrics_bert_padding_model
cGcnG2Yg0ZvOAQiM	0.06391706	0.012757061	0.04218571	0.0	0.06771429	0.011231211	0.0	0.0	0.09441867	0.033732098	0.087094724	0.13028884	0.20234959	0.0	0.03324106	0.0	0.0171985	0.0	0.0	0.0	0.0	0.0	0.0	0.11272475	0.104516536	0.0	0.06633889	0.025108397	0.02690964	0.0951664	0.059717882	0.010574973	0.031031832	0.07129979	0.0	0.0	0.0	0.013457384	0.022622334	0.0	0.0	0.24885221	0.07604966	0.0	0.008633753	0.020085728	0.0062234523	0.038198695	0.04729896	0.090481855	0.11900898	0.059637763	0.030939111	0.037796084	0.028035799	0.0068450524	0.056689262	0.05510706	0.0	0.006187334	0.02774077	0.029741487	0.0	0.24036595	0.011382808	0.03306781	0.087296054	0.05069164	0.0073219026	0.05189574	0.11089271	0.021872103	0.0	0.039786056	0.0	0.06184261	0.0	0.0	0.0	0.0	0.023708034	0.072259575	0.00426974	0.0	0.0	0.047612213	0.05031686	0.0018313857	0.19246958	0.0	0.0	0.0	0.0063311732	0.022225326	0.0	0.08209787	0.07409872	0.032363985	0.031981044	0.039216783	0.22534752	0.050820433	0.0	0.045299686	0.15019749	0.08837305	0.0	0.061854314	0.0952357	0.0	0.0	0.0	0.0	0.029997041	0.0	0.037760254	0.0	0.0	0.05845737	0.0	0.0721967	0.0124293305	0.023221396	0.056765072	0.0	0.0036258204	0.010773466	0.061027303
cGLi5tm4WpRJwL8g	0.23257813	0.20276329	0.22375168	0.16930766	0.21473521	0.20584722	0.072827786	0.18884487	0.2663069	0.2538747	0.26041842	0.26314184	0.29606512	0.16982792	0.1994148	0.11226664	0.21057646	0.11885859	0.18757473	0.17343281	0.17729445	0.12424789	0.005175509	0.23047891	0.28386217	0.17612363	0.26164827	0.20102999	0.16420783	0.20216927	0.19216816	0.18155864	0.20597716	0.17009827	0.09057802	0.1507827	0.23325631	0.21005034	0.22272359	0.15657303	0.14587243	0.30264714	0.2421452	0.22335091	0.18949631	0.21345985	0.22753169	0.21549477	0.2550433	0.2862057	0.35029954	0.18864083	0.24190174	0.22606702	0.20072976	0.2000481	0.19890608	0.20304666	0.19135249	0.25132155	0.204783	0.08641487	0.14917055	0.3443573	0.19996962	0.23138386	0.22955585	0.24223866	0.0	0.18050939	0.23964927	0.22139156	0.05067865	0.2100449	0.18237172	0.20934856	0.19689125	0.067146964	0.143414	0.1779731	0.19813713	0.20475633	0.21583907	0.1584424	0.1479696	0.0972053	0.26188007	0.18137565	0.420225	0.16597565	0.07675308	0.20029108	0.23018685	0.16137281	0.12926926	0.24041082	0.2456719	0.22270064	0.1969869	0.19850312	0.2656608	0.19447288	0.1500244	0.20964406	0.23140392	0.29304484	0.19395316	0.23448406	0.11407673	0.1752132	0.040752176	0.20905805	0.022097811	0.22321428	0.09652024	0.24031928	0.09085336	0.18179978	0.22701997	0.17673469	0.20972738	0.25007588	0.062242106	0.2002772	0.32434002	0.18484816	0.23590627	0.26358873
CgmAyvJeQM7erUkr	0.17377746	0.11950166	0.17545049	0.13107838	0.13216352	0.14806858	0.0	0.0	0.14494787	0.21048956	0.13030027	0.084053814	0.08741682	0.0	0.0841906	0.0	0.14421362	0.12860231	0.0	0.0	0.0	0.14026304	0.0	0.17978019	0.0	0.1546086	0.13127117	0.115258805	0.07641216	0.21517196	0.12754434	0.1490315	0.13979444	0.06793469	0.0	0.13422057	0.0	0.22221144	0.15419272	0.14206348	0.0	0.018658666	0.18136813	0.0	0.17971617	0.0	0.0	0.12329158	0.1864891	0.0	0.0	0.0	0.0	0.16684498	0.14939149	0.1767396	0.21716936	0.18305211	0.17761388	0.16765343	0.14677438	0.0	0.13475731	0.0	0.14331768	0.10397456	0.15076873	0.19985867	0.11373693	0.11614152	0.11236088	0.1904556	0.0878124	0.11362976	0.14913978	0.13432929	0.24352358	0.1271923	0.13919419	0.1947765	0.14683124	0.14247514	0.16627108	0.12131245	0.0	0.02727832	0.13640597	0.15103438	0.0	0.21250014	0.0	0.15906003	0.15058695	0.12633328	0.0	0.18499075	0.1698494	0.14285985	0.10659344	0.20886393	0.0	0.119870074	0.17479768	0.16053896	0.0	0.0	0.18046615	0.16488276	0.11431468	0.12936343	0.034925852	0.16926871	0.067040816	0.1569599	0.1659754	0.15969707	0.19804867	0.11855849	0.0	0.1925471	0.208338	0.22049065	0.0782579	0.0	0.0	0.13086626	0.0	0.096499674
CH5EAX3a0hhBHjTL	0.0	0.0	0.0	0.0	0.0	0.0	0.16897392	0.18240559	0.0	0.0	0.0	0.0	0.0	0.111835845	0.0	0.044749692	0.0	0.0	0.19858351	0.1553026	0.16399217	0.0	0.099562794	0.0	0.0	0.0	0.0	0.0	0.009085265	0.0	0.0	0.0	0.0	0.0	0.16604051	0.0	0.139181	0.0	0.0	0.0	0.16884829	0.0	0.0	0.28675747	0.0	0.18780284	0.2163897	0.0	0.0	0.24830553	0.16354263	0.30215916	0.24544671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14447336	0.0	0.1074568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11373244	0.0	0.0	0.0	0.3025047	0.0	0.13176775	0.0	0.0	0.0	0.21668531	0.0	0.0	0.0	0.0	0.0	0.4035151	0.0	0.0	0.0	0.12877199	0.30718824	0.0	0.0	0.0	0.0	0.15613401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34759125	0.0	0.0	0.0	0.0	0.18737876	0.17132922	0.0	0.12270004	0.0
ChdbOBKkmP7BEha2	0.04039847	0.011804194	0.046497658	0.042425953	0.02364754	0.049509402	0.0	0.0	0.032630194	0.025620751	0.0	0.11180204	0.058199704	0.023853285	0.0216774	0.0	0.05096694	0.02906574	0.0	0.0	0.0	0.21821946	0.012043279	0.013843326	0.057365913	0.014980955	0.038538612	0.11799184	0.11494289	0.07516311	0.0	0.016394189	0.02205741	0.009982942	0.0015187835	0.05983942	0.0	0.00067006925	0.03314496	0.025422033	0.0	0.10099445	0.0	0.051135924	0.040574312	0.040299498	0.010112231	0.0075294822	0.03549947	0.0	0.0	0.0	0.0	0.027654523	0.026606599	0.0072117588	0.07883542	0.059185594	0.021292891	0.25668186	0.016577965	0.0	0.03194051	0.0	0.006522921	0.0868481	0.029322702	0.053121507	0.10153715	0.021308152	0.0	0.043649055	0.054800518	0.060279444	0.02322581	0.034248248	0.049060334	0.0	0.067183875	0.051096264	0.0	0.021555549	0.024641044	0.0	0.0	0.07231643	0.06417176	0.0015062212	0.0	0.030986816	0.0	0.00347245	0.043974496	0.006786976	0.0	0.025803238	0.021421188	0.06456921	0.015934007	0.013803971	0.0	0.011331578	0.019421825	0.007996348	0.0	0.0	0.029312445	0.006591118	0.063167036	0.05723789	0.0	0.027407747	0.0	0.0037787715	0.14833434	0.040944397	0.029664116	0.0	0.0	0.024965663	0.04464676	0.10126013	0.042440757	0.0	0.0	0.025746347	0.0	0.113603055
cHh3Hm3iiuHn7VFc	0.18596333	0.18706056	0.20679337	0.1418736	0.14376049	0.16584511	0.027625477	0.00717002	0.18791036	0.18201466	0.21839552	0.19968456	0.12857941	0.110632055	0.16194604	0.0	0.15695414	0.13828912	0.034532946	0.0	0.0	0.090183675	0.0	0.14834352	0.21983643	0.14482486	0.23937878	0.1110799	0.2026908	0.069751486	0.15791851	0.16358434	0.15259996	0.11401085	0.0	0.13486154	0.0	0.07722378	0.20779231	0.17394477	0.074989714	0.1792805	0.19077738	0.052894637	0.15797536	0.05618604	0.0	0.17316131	0.1782423	0.0	0.108213395	0.0050528673	0.092862	0.16983332	0.15470448	0.16849306	0.14266784	0.16606718	0.1417196	0.22370401	0.18134518	0.0	0.15632746	0.03789138	0.15939324	0.21208437	0.0845103	0.13717626	0.056920115	0.16431099	0.20018049	0.20578267	0.03059952	0.15853289	0.165734	0.20019118	0.14709395	0.13948573	0.15394989	0.10817347	0.15635403	0.18895084	0.19745253	0.14602235	0.0	0.15390182	0.19382793	0.16247997	0.057115786	0.1489913	0.0	0.1672825	0.19520594	0.15306382	0.029862268	0.14306356	0.18051301	0.1257295	0.1741838	0.16889977	0.08258221	0.15302944	0.099956624	0.19211957	0.053479236	0.0	0.16611259	0.18934727	0.074720785	0.14743122	0.058188986	0.1855766	0.07307558	0.13289516	0.14332347	0.20535913	0.14556882	0.12220592	0.060427386	0.09732459	0.18847032	0.15436025	0.07026927	0.037501868	0.048042305	0.15413922	0.0	0.21980631
ChRAns38PB6eqzrK	0.012330329	0.0	0.007529459	0.0	0.012283462	0.01681551	0.079336554	0.0	0.032971915	0.023467215	0.0	0.002702051	0.04634411	0.0	0.0	0.0	0.011171201	0.0054137446	0.0	0.0	0.0	0.0	0.0	0.046699353	0.0	0.0	0.0	0.057164438	0.06289081	0.06457181	0.008471201	0.0	0.0	0.0	0.025647905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04287802	0.0037745475	0.038383696	0.06432375	0.0	0.0061622495	0.01315769	0.0	0.0	0.0	0.009047485	0.0	0.0006548856	0.048527125	0.0	0.0	0.03382841	0.0	0.0	0.0	0.16247784	0.0015832114	0.0	0.007539077	0.011708758	0.018478194	0.0	0.0	0.044689126	0.035888933	0.0	0.0030851387	0.0	0.0176951	0.008518531	0.0	0.0	0.0	0.00208539	0.0027339878	0.0	0.022963468	0.08449316	0.0094142705	0.0	0.11468546	0.05160775	0.0	0.0	0.0	0.00019686364	0.0	0.020216204	0.0	0.004050852	0.0	0.031586733	0.0	0.020867292	0.022533922	0.023302078	0.0	0.012860949	0.00937181	0.0	0.0	0.03161091	0.0	0.00067566027	0.0078923	0.010789937	0.10108411	0.022784095	0.0	0.0	0.052884575	0.0	0.007931743	0.01896433	0.05823888	0.0	0.0	0.0	0.0	0.016075173
ChRm4xMjA7TAckV9	0.24081725	0.1330207	0.14760774	0.08379409	0.091695026	0.13132554	0.0	0.037471186	0.18719536	0.1803209	0.1968451	0.40435734	0.23149307	0.15030354	0.1237757	0.0	0.15972792	0.049640246	0.08916417	0.0	0.0	0.016495686	0.0	0.16770269	0.30287293	0.11133671	0.21329513	0.17755505	0.06901639	0.16486152	0.11468166	0.10738718	0.15443133	0.0	0.019457988	0.017241301	0.22856702	0.07497877	0.15868525	0.0782308	0.0	0.15807544	0.24491602	0.063254416	0.10545764	0.22680789	0.03454487	0.16383764	0.1869329	0.11283439	0.29452458	0.058697816	0.193573	0.20158492	0.11592103	0.13557585	0.09125785	0.1896244	0.14633553	0.18576978	0.12725976	0.0	0.054937974	0.21556678	0.1307139	0.18301763	0.123241656	0.19650163	0.0	0.113147	0.17140894	0.19973706	0.0	0.19120304	0.06675102	0.14051141	0.14581735	0.012710211	0.09045775	0.00240496	0.115122646	0.16320327	0.14837584	0.10323422	0.0	0.08778966	0.20632212	0.14192644	0.2864452	0.054313343	0.03721085	0.12846094	0.14652	0.08567685	0.0	0.10166449	0.19852026	0.19346005	0.18675353	0.0837198	0.42660168	0.10739604	0.05592512	0.13928975	0.0	0.062545255	0.113184854	0.15643524	0.15181966	0.14988664	0.0	0.14458951	0.0	0.15025681	0.08987608	0.24973823	0.06326311	0.03952552	0.19949129	0.03200303	0.08057777	0.10318259	0.0026381465	0.20117953	0.25601408	0.06977878	0.0	0.19452305
cHskexca51Qry0Tw	0.09444901	0.027924363	0.0353843	0.04088056	0.043834716	0.024108723	0.0	0.0	0.12783776	0.039944116	0.030524228	0.22790794	0.21226585	0.0	0.10861672	0.0	0.061635017	0.0	0.0	0.0	0.0	0.16457082	0.0	0.098642744	0.17063148	0.0065404046	0.11990635	0.15280345	0.06891485	0.05466825	0.052985333	0.033540614	0.04011828	0.0	0.0	0.027901748	0.079308964	0.10372535	0.033447273	0.008066826	0.0	0.121215366	0.14629854	0.0	0.025116079	0.0	0.0	0.018481206	0.06439857	0.027501594	0.0014560255	0.0	0.0	0.07421783	0.011246578	0.0072168875	0.075271256	0.13466999	0.057655912	0.21718648	0.0	0.0	0.0	0.011750068	0.017772892	0.101230234	0.13588507	0.16876744	0.0	0.003010946	0.039919708	0.07364413	0.047753364	0.17126475	0.0	0.046432883	0.044519294	0.0	0.02360354	0.088225074	0.011090502	0.07179152	0.014683338	0.0	0.0	0.011672951	0.080033965	0.021666247	0.0	0.0	0.0	0.006137054	0.028217746	0.01916505	0.0	0.07854848	0.0638232	0.13891375	0.08932666	0.037704144	0.28675124	0.009218181	0.010659063	0.010258342	0.0	0.0	0.029751603	0.031349625	0.16072398	0.042331647	0.0	0.005972592	0.0	0.13326614	0.062074106	0.12212311	0.010968799	0.0	0.0	0.07144044	0.008813226	0.111974634	0.06218976	0.0	0.0	0.025146812	0.0	0.098406605
cHTSbjh3LW3dGT0m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029021993	0.0	0.0	0.0	0.0	0.0	0.017573878	0.0	0.0	0.0	0.0	0.0	0.052989367	0.0	0.0	0.02963588	0.0	0.0	0.0	0.0	0.0	0.0	0.008418819	0.0	0.0	0.0	0.0	0.16097765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16070825	0.0	0.063670434	0.0	0.0	0.0	0.0	0.079335764	0.018608278	0.13497713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018738793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21750648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27644345	0.0	0.0	0.0	0.1486617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07593461	0.0	0.0	0.0	0.0	0.120265946	0.05086328	0.0	0.05108792	0.0
CHwd2DzLo4Y0QbDP	0.13427842	0.11165119	0.16276112	0.10840809	0.16066022	0.12837397	0.03553199	0.0	0.2780105	0.16437012	0.17377472	0.26681635	0.22010835	0.024976788	0.100448266	0.0	0.12067671	0.059248563	0.06530569	0.0	0.0	0.053561073	0.05478118	0.1515757	0.21103823	0.099294074	0.15887356	0.14555797	0.17198722	0.24983372	0.1460677	0.121076584	0.11890501	0.14599243	0.0	0.08480261	0.0	0.08663086	0.16047214	0.09756492	0.0	0.36645654	0.11969544	0.116787165	0.09742801	0.049608905	0.036082644	0.13302737	0.1575336	0.11201438	0.061400913	0.07656983	0.05622765	0.11928091	0.11116961	0.08614481	0.12963754	0.07026675	0.07111508	0.28092575	0.13869783	0.0	0.084586725	0.0	0.1327474	0.17224698	0.03563778	0.10218321	0.02542452	0.112322144	0.20782709	0.104399465	0.0071448926	0.15754285	0.10768474	0.18697916	0.062196612	0.09494028	0.066404454	0.0013490106	0.12495145	0.16119997	0.15638445	0.082445	0.0	0.110336296	0.16756725	0.11233772	0.15238847	0.05747498	0.0	0.101607874	0.13855593	0.13018945	0.020090498	0.11875293	0.18109944	0.17265901	0.15810502	0.14666076	0.3280524	0.12126507	0.019516991	0.12724546	0.017471278	0.015124957	0.09128714	0.1491836	0.01121416	0.09740406	0.09769442	0.12583113	0.037132453	0.0908591	0.06819086	0.18142807	0.041531764	0.088695936	0.019252293	0.060203362	0.15314901	0.102897845	0.1529493	0.019139368	0.0	0.085822396	0.0	0.18722399
cGBnG5asya6PPkd6	0.033457942	0.042582672	0.04898773	0.06489175	0.0096637085	0.038246892	0.0	0.0	0.012608444	0.027234245	0.052436683	0.06674212	0.12625611	0.0	0.042136513	0.0	0.032324687	0.039596032	0.0	0.0	0.0	0.29563293	0.0	0.046048597	0.0	0.051365055	0.028194573	0.21027438	0.017344384	0.16061366	0.06192863	0.05192709	0.030134097	0.061847113	0.0	0.080759555	0.0	0.19039415	0.053426813	0.05702313	0.0	0.0	0.09484255	0.0	0.064859435	0.0	0.0	0.03325054	0.017096687	0.0	0.0	0.0	0.0	0.06773685	0.07347814	0.036160704	0.14152063	0.11292631	0.028130434	0.21930127	0.042409133	0.0	0.050859444	0.0	0.03379966	0.03554068	0.14770406	0.15025085	0.12442178	0.052701287	0.03960998	0.04600626	0.26664704	0.07899254	0.02877437	0.030759476	0.12285734	0.1534156	0.049223892	0.14616384	0.034183234	0.03713806	0.05876573	0.037675682	0.0	0.16480096	0.01683254	0.04237042	0.0	0.084123224	0.0	0.06644659	0.036827687	0.038633395	0.0	0.116698265	0.03020209	0.05703238	0.047888957	0.072011806	0.0	0.036540963	0.10946265	0.07712715	0.0	0.0	0.042100202	0.05095383	0.20511536	0.039324198	0.0	0.023589917	0.024957117	0.0013582325	0.25863975	0.09052751	0.20490843	0.020080142	0.0	0.14990973	0.051023666	0.06092259	0.05005967	0.0	0.0	0.037257396	0.0	0.027554912
CIFZmQkOQQ4Y40YI	0.15748616	0.15017489	0.16867308	0.15346418	0.14329006	0.14653444	0.006856418	0.0	0.16041015	0.16707787	0.15292835	0.1531206	0.16290894	0.0	0.12696621	0.0	0.14248376	0.1454372	0.00927074	0.0	0.0041403086	0.18064547	0.0	0.15672116	0.13524991	0.15136838	0.14072016	0.19664383	0.11630748	0.11773213	0.16297384	0.14450456	0.13134101	0.08628194	0.0	0.15317675	0.0	0.18078241	0.16376822	0.15418306	0.0092765335	0.19054297	0.14118385	0.013714742	0.14402929	0.0	0.0	0.13815258	0.14615206	0.0	0.0	0.0	0.0	0.13652636	0.16407165	0.14161861	0.19361323	0.14043936	0.14918561	0.19581911	0.14759347	0.0	0.14515458	0.0	0.14435217	0.15880497	0.13598144	0.16906261	0.08635481	0.13105556	0.15201029	0.1407707	0.04911746	0.15818398	0.1527606	0.15575188	0.15263158	0.18193555	0.15373605	0.11528879	0.14681016	0.15344019	0.16570146	0.14951226	0.0	0.08112784	0.15266408	0.1492478	0.020305412	0.15451747	0.0	0.16003759	0.15364541	0.132963	0.0	0.17175278	0.16042863	0.15422314	0.13690226	0.15781482	0.002818926	0.16144805	0.13526052	0.14798096	0.0	0.0	0.15005754	0.1613674	0.13604242	0.14777508	0.047355697	0.15171859	0.14073923	0.12813582	0.1297969	0.1665196	0.15987878	0.14691189	0.0	0.14728096	0.13525644	0.1740642	0.121802986	0.0	0.0018944112	0.12699296	0.0	0.15221761
CIGU5YWwTrVOp0PY	0.050522354	0.048411135	0.06830574	0.024551583	0.08856352	0.037482962	0.0	0.0	0.12944852	0.04459878	0.049285863	0.07251875	0.15954864	0.029171916	0.026581667	0.0	0.03624193	0.096177965	0.0	0.0	0.0	0.113159835	0.0	0.03447493	0.101258166	0.03214923	0.0940125	0.090778306	0.14970298	0.08927742	0.03886287	0.0396181	0.037814483	0.074269176	0.0	0.056657556	0.0	0.0	0.061863404	0.038182847	0.0	0.096498884	0.067709856	0.0	0.049913157	0.01629396	0.0	0.03289773	0.045310605	0.022412537	0.01704874	0.0	0.038730655	0.05534672	0.044636615	0.029548593	0.001987499	0.030334951	0.02940933	0.24570744	0.03600252	0.0	0.080306366	0.0	0.021745173	0.13727266	0.0	0.033372343	0.106802404	0.051821947	0.069144	0.0713903	0.0	0.09749387	0.049297553	0.08822604	0.043077987	0.047603965	0.063809104	0.00979299	0.025816489	0.090073064	0.049949415	0.048813708	0.0	0.09653713	0.062211122	0.02766346	0.0	0.030294158	0.0	0.038117595	0.05393653	0.043143243	0.0	0.0445708	0.027913243	0.05492617	0.025742916	0.044147104	0.07289909	0.033299875	0.03583065	0.0401567	0.0	0.0	0.03142025	0.04683074	0.030576706	0.03338916	0.0	0.063693054	0.07425781	0.09814686	0.12651455	0.087358266	0.0	0.0	0.0532615	0.004337176	0.040274817	0.08742843	0.029919147	0.008304876	0.0	0.016426709	0.0	0.09402601
CJGmkDemALVhhlWp	0.44788	0.35139608	0.3855943	0.35134012	0.26507348	0.3612216	0.045787126	0.0	0.4200118	0.39028186	0.37143606	0.6057425	0.39776382	0.1779921	0.38894454	0.00309353	0.35989994	0.2204433	0.10314988	0.0	0.0	0.34142134	0.0043597273	0.3420024	0.47205716	0.3206784	0.41647103	0.37015915	0.15754215	0.31286776	0.32543832	0.29404527	0.3348811	0.021206323	0.0	0.257863	0.2312347	0.3378602	0.39605668	0.29445818	0.0	0.29916358	0.548261	0.3109342	0.3057668	0.20196891	0.09425999	0.3428705	0.4202556	0.15272288	0.45020026	0.110432215	0.157147	0.32249466	0.31858382	0.35536698	0.29861563	0.45154196	0.4209846	0.5651499	0.28763455	0.0	0.22619352	0.3185707	0.33038116	0.42883325	0.37706876	0.45347613	0.1371276	0.29621598	0.38522577	0.42652446	0.21708925	0.31751353	0.2744664	0.32363102	0.44150132	0.2854377	0.28863192	0.28603473	0.30061167	0.31484264	0.35852996	0.30884212	0.0	0.14305033	0.42095265	0.345177	0.18473984	0.26849908	0.0	0.34870917	0.33196637	0.35038573	0.0	0.2548622	0.3312275	0.3569356	0.38557544	0.30473146	0.4806231	0.25669172	0.2751287	0.35488114	0.0	0.08328006	0.2940974	0.33161145	0.37504393	0.3690623	0.0	0.2968807	0.0	0.27947187	0.3853101	0.47539452	0.28558087	0.311264	0.08058405	0.21290168	0.27581275	0.39715016	0.12116045	0.15715657	0.22739623	0.29440558	0.0	0.4478112
