id	0_best_fc2_mfcc_bow_mfcc_bow_padding_model	1_best_fc2_mfcc_bow_mfcc_bow_padding_model	2_best_fc2_mfcc_bow_mfcc_bow_padding_model	3_best_fc2_mfcc_bow_mfcc_bow_padding_model	4_best_fc2_mfcc_bow_mfcc_bow_padding_model	5_best_fc2_mfcc_bow_mfcc_bow_padding_model	6_best_fc2_mfcc_bow_mfcc_bow_padding_model	7_best_fc2_mfcc_bow_mfcc_bow_padding_model	8_best_fc2_mfcc_bow_mfcc_bow_padding_model	9_best_fc2_mfcc_bow_mfcc_bow_padding_model	10_best_fc2_mfcc_bow_mfcc_bow_padding_model	11_best_fc2_mfcc_bow_mfcc_bow_padding_model	12_best_fc2_mfcc_bow_mfcc_bow_padding_model	13_best_fc2_mfcc_bow_mfcc_bow_padding_model	14_best_fc2_mfcc_bow_mfcc_bow_padding_model	15_best_fc2_mfcc_bow_mfcc_bow_padding_model	16_best_fc2_mfcc_bow_mfcc_bow_padding_model	17_best_fc2_mfcc_bow_mfcc_bow_padding_model	18_best_fc2_mfcc_bow_mfcc_bow_padding_model	19_best_fc2_mfcc_bow_mfcc_bow_padding_model	20_best_fc2_mfcc_bow_mfcc_bow_padding_model	21_best_fc2_mfcc_bow_mfcc_bow_padding_model	22_best_fc2_mfcc_bow_mfcc_bow_padding_model	23_best_fc2_mfcc_bow_mfcc_bow_padding_model	24_best_fc2_mfcc_bow_mfcc_bow_padding_model	25_best_fc2_mfcc_bow_mfcc_bow_padding_model	26_best_fc2_mfcc_bow_mfcc_bow_padding_model	27_best_fc2_mfcc_bow_mfcc_bow_padding_model	28_best_fc2_mfcc_bow_mfcc_bow_padding_model	29_best_fc2_mfcc_bow_mfcc_bow_padding_model	30_best_fc2_mfcc_bow_mfcc_bow_padding_model	31_best_fc2_mfcc_bow_mfcc_bow_padding_model	32_best_fc2_mfcc_bow_mfcc_bow_padding_model	33_best_fc2_mfcc_bow_mfcc_bow_padding_model	34_best_fc2_mfcc_bow_mfcc_bow_padding_model	35_best_fc2_mfcc_bow_mfcc_bow_padding_model	36_best_fc2_mfcc_bow_mfcc_bow_padding_model	37_best_fc2_mfcc_bow_mfcc_bow_padding_model	38_best_fc2_mfcc_bow_mfcc_bow_padding_model	39_best_fc2_mfcc_bow_mfcc_bow_padding_model	40_best_fc2_mfcc_bow_mfcc_bow_padding_model	41_best_fc2_mfcc_bow_mfcc_bow_padding_model	42_best_fc2_mfcc_bow_mfcc_bow_padding_model	43_best_fc2_mfcc_bow_mfcc_bow_padding_model	44_best_fc2_mfcc_bow_mfcc_bow_padding_model	45_best_fc2_mfcc_bow_mfcc_bow_padding_model	46_best_fc2_mfcc_bow_mfcc_bow_padding_model	47_best_fc2_mfcc_bow_mfcc_bow_padding_model	48_best_fc2_mfcc_bow_mfcc_bow_padding_model	49_best_fc2_mfcc_bow_mfcc_bow_padding_model	50_best_fc2_mfcc_bow_mfcc_bow_padding_model	51_best_fc2_mfcc_bow_mfcc_bow_padding_model	52_best_fc2_mfcc_bow_mfcc_bow_padding_model	53_best_fc2_mfcc_bow_mfcc_bow_padding_model	54_best_fc2_mfcc_bow_mfcc_bow_padding_model	55_best_fc2_mfcc_bow_mfcc_bow_padding_model	56_best_fc2_mfcc_bow_mfcc_bow_padding_model	57_best_fc2_mfcc_bow_mfcc_bow_padding_model	58_best_fc2_mfcc_bow_mfcc_bow_padding_model	59_best_fc2_mfcc_bow_mfcc_bow_padding_model	60_best_fc2_mfcc_bow_mfcc_bow_padding_model	61_best_fc2_mfcc_bow_mfcc_bow_padding_model	62_best_fc2_mfcc_bow_mfcc_bow_padding_model	63_best_fc2_mfcc_bow_mfcc_bow_padding_model	64_best_fc2_mfcc_bow_mfcc_bow_padding_model	65_best_fc2_mfcc_bow_mfcc_bow_padding_model	66_best_fc2_mfcc_bow_mfcc_bow_padding_model	67_best_fc2_mfcc_bow_mfcc_bow_padding_model	68_best_fc2_mfcc_bow_mfcc_bow_padding_model	69_best_fc2_mfcc_bow_mfcc_bow_padding_model	70_best_fc2_mfcc_bow_mfcc_bow_padding_model	71_best_fc2_mfcc_bow_mfcc_bow_padding_model	72_best_fc2_mfcc_bow_mfcc_bow_padding_model	73_best_fc2_mfcc_bow_mfcc_bow_padding_model	74_best_fc2_mfcc_bow_mfcc_bow_padding_model	75_best_fc2_mfcc_bow_mfcc_bow_padding_model	76_best_fc2_mfcc_bow_mfcc_bow_padding_model	77_best_fc2_mfcc_bow_mfcc_bow_padding_model	78_best_fc2_mfcc_bow_mfcc_bow_padding_model	79_best_fc2_mfcc_bow_mfcc_bow_padding_model	80_best_fc2_mfcc_bow_mfcc_bow_padding_model	81_best_fc2_mfcc_bow_mfcc_bow_padding_model	82_best_fc2_mfcc_bow_mfcc_bow_padding_model	83_best_fc2_mfcc_bow_mfcc_bow_padding_model	84_best_fc2_mfcc_bow_mfcc_bow_padding_model	85_best_fc2_mfcc_bow_mfcc_bow_padding_model	86_best_fc2_mfcc_bow_mfcc_bow_padding_model	87_best_fc2_mfcc_bow_mfcc_bow_padding_model	88_best_fc2_mfcc_bow_mfcc_bow_padding_model	89_best_fc2_mfcc_bow_mfcc_bow_padding_model	90_best_fc2_mfcc_bow_mfcc_bow_padding_model	91_best_fc2_mfcc_bow_mfcc_bow_padding_model	92_best_fc2_mfcc_bow_mfcc_bow_padding_model	93_best_fc2_mfcc_bow_mfcc_bow_padding_model	94_best_fc2_mfcc_bow_mfcc_bow_padding_model	95_best_fc2_mfcc_bow_mfcc_bow_padding_model	96_best_fc2_mfcc_bow_mfcc_bow_padding_model	97_best_fc2_mfcc_bow_mfcc_bow_padding_model	98_best_fc2_mfcc_bow_mfcc_bow_padding_model	99_best_fc2_mfcc_bow_mfcc_bow_padding_model	100_best_fc2_mfcc_bow_mfcc_bow_padding_model	101_best_fc2_mfcc_bow_mfcc_bow_padding_model	102_best_fc2_mfcc_bow_mfcc_bow_padding_model	103_best_fc2_mfcc_bow_mfcc_bow_padding_model	104_best_fc2_mfcc_bow_mfcc_bow_padding_model	105_best_fc2_mfcc_bow_mfcc_bow_padding_model	106_best_fc2_mfcc_bow_mfcc_bow_padding_model	107_best_fc2_mfcc_bow_mfcc_bow_padding_model	108_best_fc2_mfcc_bow_mfcc_bow_padding_model	109_best_fc2_mfcc_bow_mfcc_bow_padding_model	110_best_fc2_mfcc_bow_mfcc_bow_padding_model	111_best_fc2_mfcc_bow_mfcc_bow_padding_model	112_best_fc2_mfcc_bow_mfcc_bow_padding_model	113_best_fc2_mfcc_bow_mfcc_bow_padding_model	114_best_fc2_mfcc_bow_mfcc_bow_padding_model	115_best_fc2_mfcc_bow_mfcc_bow_padding_model	116_best_fc2_mfcc_bow_mfcc_bow_padding_model	117_best_fc2_mfcc_bow_mfcc_bow_padding_model	118_best_fc2_mfcc_bow_mfcc_bow_padding_model	119_best_fc2_mfcc_bow_mfcc_bow_padding_model	120_best_fc2_mfcc_bow_mfcc_bow_padding_model	121_best_fc2_mfcc_bow_mfcc_bow_padding_model	122_best_fc2_mfcc_bow_mfcc_bow_padding_model	123_best_fc2_mfcc_bow_mfcc_bow_padding_model	124_best_fc2_mfcc_bow_mfcc_bow_padding_model	125_best_fc2_mfcc_bow_mfcc_bow_padding_model	126_best_fc2_mfcc_bow_mfcc_bow_padding_model	127_best_fc2_mfcc_bow_mfcc_bow_padding_model
4OzypfW25LNW38JW	0.009244996	0.008415491	0.014158588	0.009556614	0.015392262	0.013316315	0.008417871	0.014206608	0.009140274	0.015768833	0.007449858	0.008051408	0.009471432	0.017525775	0.011405509	0.0	0.015607294	0.01001136	0.013909617	0.0030686264	0.0094180005	0.0	0.0	0.009678588	0.006287044	0.018917928	0.007930995	0.0	0.008607863	0.01578167	0.0	0.008764842	0.0077697006	0.009097048	0.0153511735	0.0029263129	0.0083009275	0.014040245	0.0082549	0.005734183	0.0026490912	0.012031058	0.009368314	0.017176265	0.016378414	0.005490271	0.009294505	0.0	0.013830954	0.015976714	0.013217406	0.009669609	0.0	0.012013663	0.009852896	0.014358445	0.0068143234	0.009726269	0.0	0.0038754987	0.015434938	0.011385203	0.0	0.0014885478	0.016896077	0.0143456515	0.014955046	0.0	0.003143402	0.0	0.012379569	0.0009439599	0.017480608	0.014373371	0.0	0.0	0.0	0.0046151076	0.013828576	0.0035815423	0.014399454	0.009031702	0.018388612	0.007267928	0.013517911	0.0031651084	0.009943245	0.014590225	0.009112116	0.0093406085	0.0	0.01003382	0.014010248	0.0	0.013313744	0.0	0.017418943	0.0022772048	0.0093568675	0.0021177595	0.009415556	0.017110974	0.017561933	0.006585244	0.015226827	0.008975892	0.0	0.0074095563	0.008582452	0.0	0.014379709	0.007957633	0.016357265	0.00275501	0.008818936	0.009989848	0.018040627	0.017013095	0.0040805517	0.004577763	0.007093741	0.0	0.0045780283	0.012001032	0.010806384	0.017588522	0.002898403	0.003907493
hR4QXQYDKumawhBj	0.014793953	0.0057046097	0.015503487	0.0	0.015197841	0.014373959	0.015702274	0.014885091	0.01405365	0.0012279624	0.0	0.015176756	0.014680628	0.0029258067	0.016000666	0.009479867	0.014939419	0.014725524	0.015725011	0.012576777	0.016589144	0.0	0.00707703	0.015341115	0.01572022	0.003786578	0.01588053	0.010289695	0.01616794	0.009090622	0.009644788	0.0	0.014037244	0.01455908	0.015079439	0.0030494554	0.015465668	0.014920346	0.014416016	0.013235718	0.0	0.015970286	0.013726042	0.0019996227	0.0012807774	0.0	0.014531853	0.0	0.01525606	0.015042539	0.015120478	0.015050549	0.0067220842	0.00803865	0.0154534355	0.008460761	0.014262647	0.016261406	0.00979616	0.012288319	0.008837547	0.016030613	0.0014209987	0.008384699	0.0008709557	0.008581343	0.008701335	0.0	0.011872381	0.006488482	0.013837888	0.009920608	0.0014667553	0.0009825241	0.0068190987	0.0018691261	0.0003412199	0.01367071	0.007543567	0.004004725	0.014032564	0.0	0.0019682343	0.0	0.00802977	0.012967476	0.016512405	0.009141098	0.0	0.014878054	0.0	0.014637555	0.015162533	0.0058528977	0.014274914	0.0061029852	0.0022826653	0.002526706	0.0051013576	0.009268995	0.015806431	0.0018845154	0.003018662	0.0	0.007889781	0.0066500646	0.008425137	0.01431256	0.017035909	0.0064302436	0.014324415	0.014759205	0.008191696	0.0026931833	0.013703844	0.01461476	0.0021688389	0.0020588362	0.0	0.0	0.015147336	0.0020125154	0.014281678	0.014517935	0.0068337857	0.001941484	0.0027426614	0.004648224
hr5suNmcaFNQZzdO	0.019060358	0.007886332	0.018406514	0.0	0.019488951	0.018940985	0.019397838	0.02088289	0.020476662	0.007740046	0.0	0.019205282	0.019338325	0.009035762	0.018450929	0.011104523	0.018618219	0.018900882	0.01848008	0.0147036305	0.018801019	0.0	0.00820867	0.019124309	0.017296059	0.009581312	0.01859276	0.011619731	0.018835645	0.0122235445	0.010680615	0.0	0.018053455	0.019457145	0.021418603	0.0033885706	0.018781304	0.018819762	0.018024726	0.015185937	0.0	0.017950967	0.018695923	0.008829182	0.009556247	0.0	0.01917669	0.0	0.018224021	0.018719235	0.018690083	0.018799182	0.010080103	0.009974269	0.0184748	0.012073735	0.017198976	0.019201683	0.011940806	0.0142117655	0.011907889	0.020643841	0.007953062	0.012544813	0.008452929	0.011944389	0.011937167	0.00012320872	0.01416012	0.00957654	0.017993407	0.011407555	0.008905014	0.0070171347	0.011247016	0.006677248	0.0012832831	0.015235034	0.010617332	0.0044988603	0.02086544	0.0	0.008820857	0.0	0.012589604	0.014264828	0.019819545	0.011571339	0.0	0.0170882	0.008821465	0.019806445	0.01892433	0.010186808	0.017699264	0.006600412	0.008385953	0.0028153157	0.008018484	0.012597039	0.020094588	0.009404416	0.009054276	0.0	0.011587103	0.008776471	0.01082751	0.016797816	0.020783324	0.009900501	0.018661788	0.0186462	0.011018583	0.0031021668	0.018410364	0.019045494	0.008528203	0.008390017	0.0	0.0	0.01939882	0.008272508	0.01676812	0.019742226	0.010835622	0.008731945	0.0030290582	0.0055797766
JKCmNj7TVqzqeZgL	0.012759652	0.011959095	0.021083277	0.0	0.021523546	0.020213911	0.0116850315	0.021334099	0.010467536	0.011192194	0.0	0.01060926	0.013166219	0.012703493	0.014570414	0.0	0.021202689	0.012429882	0.019966627	0.0037186674	0.011236879	0.0	0.0	0.013227676	0.010288027	0.01452189	0.011674927	0.0	0.010728321	0.021209162	0.0	0.0	0.011182456	0.012068271	0.021828664	0.0029713253	0.011064066	0.019378843	0.012959776	0.0088043315	0.0	0.015589184	0.012921669	0.014229666	0.012993603	0.0	0.010755617	0.0	0.02156534	0.021867586	0.019497236	0.013297312	0.0	0.02030346	0.012000714	0.021026867	0.009392731	0.009772135	0.0	0.007136363	0.023112154	0.012012567	0.0	0.002493995	0.013263215	0.021104781	0.020320997	0.0	0.005397213	0.0	0.019042773	0.0012603544	0.013069683	0.010911358	0.0	0.0	0.0	0.0071216123	0.01894911	0.0035934586	0.019967336	0.0	0.013982091	0.0	0.018881485	0.0040821964	0.011415047	0.02173294	0.0	0.013725555	0.0	0.011215604	0.01752058	0.0	0.019134676	0.0	0.013213703	0.002175034	0.017169708	0.0049814214	0.012460858	0.014155859	0.01362562	0.0	0.021424009	0.013757736	0.0	0.008671031	0.01231835	0.0	0.018462058	0.011248504	0.019634359	0.0026033805	0.011122263	0.011910668	0.012103872	0.011818993	0.0	0.0	0.009808081	0.0	0.00852618	0.014273237	0.015827512	0.011764128	0.0026722262	0.00406173
jKD3XnlWI7pRq5vW	0.010453653	0.008703103	0.008050765	0.001700524	0.008247097	0.0076711997	0.010817132	0.008451996	0.00907487	0.008338568	0.000830983	0.012031446	0.010750766	0.010271185	0.010544794	0.012957191	0.008684633	0.010500691	0.0078933695	0.014784136	0.010336996	0.0	0.008051115	0.009175938	0.015933907	0.0096316775	0.010797963	0.011491649	0.014513627	0.010396928	0.012170996	0.0	0.009928916	0.010508283	0.008216216	0.003288625	0.0102131935	0.009657289	0.0098657785	0.014066674	0.0007750321	0.008741534	0.008420424	0.00950712	0.010169084	0.0	0.010699533	0.0	0.009065212	0.0077965	0.0074655116	0.010340334	0.014187258	0.010184538	0.010257012	0.009297579	0.009353858	0.009393699	0.015061586	0.012403776	0.009742061	0.009954659	0.01534657	0.011342082	0.0089677	0.009821231	0.011989876	0.0	0.012055601	0.012796048	0.007094317	0.011553532	0.008851896	0.0078051067	0.01383563	0.0125069	0.0	0.013762465	0.009445889	0.0040898076	0.009597364	0.00030220803	0.008647917	0.0	0.010904454	0.013546315	0.011166004	0.009536024	0.0013820961	0.009488113	0.011391289	0.009673482	0.010027092	0.012910062	0.008081859	0.0061418847	0.0093705375	0.0027576857	0.0077530025	0.010617388	0.010029816	0.009954784	0.010087144	0.0	0.012773187	0.009006566	0.0119254915	0.01283461	0.010652671	0.012715971	0.008409057	0.011157799	0.011253395	0.0030688408	0.0102088945	0.011115752	0.009738326	0.009981776	0.0	0.0	0.016552914	0.011514556	0.015798917	0.009743839	0.009029746	0.009837538	0.0028995092	0.0048555266
BzV9M96W2YJM8Jxv	0.0040928945	0.0069559123	0.0065322635	0.0048702895	0.0070096855	0.0064030946	0.0037272982	0.006567435	0.0044721584	0.010829498	0.005844028	0.00517816	0.004794445	0.012481502	0.006787915	0.0023325006	0.0069411863	0.005466451	0.0077694673	0.005380733	0.004473912	0.0	0.0028094733	0.0056301057	0.0057364325	0.012768576	0.004458587	0.0011742979	0.0044970186	0.008451444	0.0023628343	0.0069480967	0.0043866965	0.004488818	0.007236886	0.0029917585	0.0046344916	0.0067038066	0.0053328075	0.0048420164	0.0024367447	0.004598506	0.0059992904	0.012271379	0.013035581	0.0028562024	0.004787832	0.0	0.0071154335	0.008167698	0.00642667	0.006247973	0.0	0.005455419	0.005836392	0.0066802446	0.004091999	0.004558394	0.0	0.0039401026	0.009007511	0.0050354656	0.0	0.0028717373	0.011926139	0.007759661	0.009201446	0.0	0.003760108	0.0	0.00609289	0.003042867	0.011376586	0.0112804705	0.0	0.0	0.00035992655	0.0041477345	0.007958651	0.003841966	0.007464469	0.0051554157	0.012787512	0.0022972976	0.0064980523	0.005386133	0.0053415014	0.007493925	0.006826622	0.004166284	0.0	0.005293874	0.0074542505	0.0	0.0058741067	0.0014240682	0.01184023	0.0021516802	0.0049214996	0.0047268947	0.005395271	0.011948605	0.013630181	0.003642213	0.010195271	0.0065301256	0.0015628784	0.004286482	0.004151874	0.0	0.0061469227	0.0053236163	0.010223108	0.00285811	0.004839307	0.004815588	0.013143261	0.011680441	0.0013655258	0.0022897527	0.0048038242	0.0	0.0033900372	0.0044261822	0.006524527	0.013281655	0.0027613826	0.0038395107
BDdaYjfQzTl8kAsS	0.0052527916	0.0007476863	0.002743176	0.0	0.0042149043	0.0038557672	0.007341185	0.004855811	0.007083572	0.0	0.0	0.00695482	0.006465613	0.0	0.004501146	0.0142867705	0.003359694	0.006237426	0.0029485743	0.015616506	0.0084962435	0.0	0.011674417	0.0052906545	0.016013728	0.0	0.006735761	0.01460895	0.01275712	0.0	0.013448748	0.0	0.00649681	0.005695677	0.0047277673	0.0026846325	0.008115563	0.0068416824	0.005568764	0.013360182	0.0	0.003455566	0.003907877	0.0	0.0	0.0	0.0054785865	0.0	0.0039544986	0.004610166	0.0033241755	0.0075237667	0.006877557	9.158376e-05	0.0052971467	0.0	0.0062503256	0.006081712	0.008475109	0.014741851	0.0	0.0052021327	0.0	0.014520236	0.0	0.0	0.00061140145	0.0	0.014285392	0.006762068	0.0045775417	0.014126161	0.0	0.0	0.008050246	0.0018407603	0.0	0.015467638	0.00017535622	0.0026942368	0.006570171	0.0	0.0	0.0	0.0	0.015605988	0.0067490623	0.0	0.0	0.004675709	7.217761e-05	0.00892201	0.00489895	0.007097085	0.004210116	0.014484065	0.0	0.0020788556	0.0	0.013149076	0.0031954008	0.0	0.0	0.0	0.0008504581	0.0016235104	0.013456381	0.011687966	0.0064141336	0.006215246	0.004277601	0.0073690047	0.0	0.0023595847	0.005828934	0.006524991	0.0	0.0	0.0	0.0	0.016642787	0.0003592703	0.013341228	0.00366973	0.0009032927	0.0	0.0022191002	0.0014470732
JyDL1Y8dhc6hIKnA	0.02566006	0.016620668	0.026689304	0.0	0.028631814	0.026025718	0.026089707	0.02769117	0.025914706	0.016725555	0.0	0.027199496	0.025884455	0.018411357	0.02865953	0.008502775	0.027460814	0.027077798	0.026659062	0.017026907	0.026295027	0.0	0.011043301	0.025504963	0.024018075	0.018934397	0.025845852	0.011535041	0.02640146	0.02450898	0.008748662	0.0	0.025101883	0.027450515	0.029544448	0.0037089004	0.025931574	0.027579028	0.025909735	0.02153705	0.0	0.02659409	0.026568916	0.018855399	0.018173993	0.0	0.025889544	0.0	0.02640956	0.028549302	0.027329514	0.026217295	0.0057290434	0.022403441	0.025892206	0.023326803	0.025487006	0.025486501	0.0075712577	0.020366915	0.02525246	0.02690051	0.0	0.015026446	0.018331468	0.023196809	0.023715772	0.00227958	0.018473333	0.0040208013	0.026555007	0.01358777	0.017608933	0.014705887	0.005301321	0.0	0.0036270218	0.020423794	0.021289239	0.0054481113	0.027330942	0.00030032275	0.019721214	0.0	0.023658782	0.017539429	0.028226165	0.024842517	0.0	0.024229944	0.0	0.027806731	0.02771786	0.0045619733	0.025637079	0.0073163	0.018237269	0.0031518023	0.019283788	0.017021194	0.026978452	0.01887312	0.019591006	0.0	0.024669645	0.017840505	0.00882467	0.022225395	0.027234277	0.00559052	0.026338112	0.026787478	0.025281327	0.00359159	0.025178922	0.025717	0.017231839	0.017412964	0.0	0.0	0.02467423	0.0	0.021906907	0.026346084	0.018829197	0.016022421	0.0034888508	0.007825778
hLXlKgHfmO5xE6CJ	0.008951829	0.008018775	0.007734892	0.0	0.0099882055	0.008491611	0.010700028	0.008997061	0.010577144	0.0019964	0.0	0.00931924	0.009691102	0.004012338	0.010207851	0.011088516	0.007834866	0.0087065045	0.00865041	0.01429108	0.010507509	0.0	0.011540429	0.01021046	0.01301534	0.003882289	0.009574784	0.011777774	0.010787013	0.00869447	0.011171395	0.0	0.008803569	0.007868419	0.009728253	0.003314264	0.01016728	0.009608414	0.009175086	0.012967264	0.0	0.008520505	0.009565769	0.004241858	0.0041991672	0.0	0.009738892	0.0	0.00925276	0.007794242	0.007818383	0.009203992	0.007057035	0.0076974365	0.008654763	0.008883787	0.009349513	0.009087792	0.007185425	0.012653868	0.0080460245	0.008921034	0.0015591425	0.012177021	0.0027826526	0.0076171937	0.009260502	0.00019164973	0.012758618	0.006014186	0.007930284	0.01166113	0.0026786989	0.0020845844	0.0065714736	0.00023071952	0.0024801523	0.012638199	0.007886751	0.004720381	0.009648002	0.0	0.003690117	0.0	0.008968626	0.013830784	0.010374661	0.007554104	0.0	0.010282741	0.0	0.010081246	0.00990142	0.00553569	0.00863766	0.010272422	0.0033896745	0.0027095552	0.0064662257	0.012963931	0.007799501	0.00366419	0.004398537	0.0	0.008887446	0.00855317	0.010020205	0.009417925	0.011304113	0.0056145666	0.008472169	0.0096749365	0.007330246	0.0031321163	0.0077110063	0.009496634	0.003954992	0.0043643145	0.0	0.0	0.0119213015	0.0006206963	0.010932527	0.008930118	0.008330472	0.0035450088	0.0030727615	0.0056617577
PWS8XcQ49VSJyvYq	0.013214178	0.008508071	0.013055148	0.005618824	0.014948127	0.011878703	0.012258419	0.013933648	0.013161329	0.01497355	0.0041943267	0.0124882795	0.012106826	0.017610151	0.014099041	0.0019701992	0.013184759	0.012340786	0.014378841	0.0069451197	0.012903894	0.0	0.0024553135	0.01215039	0.011501876	0.017249899	0.012290692	0.0017701866	0.012822966	0.013485629	0.001996376	0.0046963408	0.011624095	0.012387754	0.014026669	0.0029981218	0.011955742	0.013161926	0.012280547	0.010727912	0.0	0.0127648255	0.01269229	0.016618093	0.017018413	0.0004575397	0.012114071	0.0	0.013423331	0.014372229	0.013440542	0.013377461	0.0008130602	0.011252738	0.012885219	0.012343887	0.011436102	0.011543012	0.0005736333	0.008092944	0.013062974	0.013546848	0.0	0.004993481	0.016499083	0.013472966	0.013856317	0.0	0.0075848335	1.5864882e-05	0.012366117	0.0046759867	0.016609639	0.014217541	0.0005788794	0.0	0.0	0.008762636	0.01226086	0.0038960017	0.012757755	0.0041584074	0.01675186	0.00044702322	0.01169306	0.0077006617	0.012892589	0.013801048	0.006080192	0.010282077	0.0	0.012200761	0.013382345	0.00070163043	0.01217664	0.0	0.016080188	0.0022417482	0.009260055	0.007200628	0.013700004	0.015119223	0.016737519	0.0030600505	0.015557157	0.008897407	0.0012501227	0.010733696	0.012763175	0.0006866141	0.012856211	0.011651307	0.015550443	0.002871897	0.011822021	0.011577372	0.016445348	0.015875014	0.0	0.0015079415	0.011961387	0.0	0.010299909	0.013272664	0.010969226	0.0171094	0.0028592811	0.0036990985
sWmNFRNMpNbFB1kV	0.009847275	0.006771041	0.011659932	0.0	0.011060787	0.010462868	0.009648812	0.011885635	0.010143324	0.0013590257	0.0	0.008473406	0.010057098	0.0019997456	0.008342111	0.005361246	0.010175342	0.008973187	0.01110149	0.009369859	0.009767129	0.0	0.004631334	0.011250222	0.012332657	0.0043399623	0.009987376	0.0058088037	0.009948295	0.00709064	0.006499885	0.0	0.008257839	0.008738935	0.012650127	0.0033627597	0.009219783	0.010260228	0.009314196	0.009630208	0.0	0.010241434	0.009274639	0.0025278646	0.0020882017	0.0	0.008134095	0.0	0.010866376	0.010875711	0.011530268	0.009295511	0.0026795575	0.0069750384	0.009181423	0.008032951	0.007873491	0.010151357	0.0044811885	0.010272883	0.008041391	0.010053173	0.0	0.007842819	0.001211637	0.008874024	0.008992013	0.0063836686	0.008704912	0.0017021702	0.01120624	0.006722018	0.002020219	0.00048670158	0.0024618553	0.0	0.006592832	0.009490725	0.007132971	0.004993538	0.013331958	0.0	0.0024040497	0.0	0.0095272465	0.0093857935	0.010178931	0.0066112936	0.0	0.008056217	0.0	0.010631373	0.011044222	0.0013207945	0.012113117	0.0045312895	0.0013047416	0.0027080749	0.005185765	0.007686106	0.01117514	0.002260451	0.0021964223	0.0	0.0067174565	0.007767949	0.004779476	0.010771679	0.010946326	0.0020924977	0.011637804	0.00903829	0.00717689	0.0030867443	0.008823147	0.009922077	0.0017505109	0.0018042712	0.0	0.0	0.012129029	0.0	0.009784512	0.009517337	0.00811898	0.002195938	0.0031311945	0.0069255037
CIFZmQkOQQ4Y40YI	0.021331165	0.00085076236	0.019244365	0.0	0.020374851	0.020926014	0.022609439	0.023914158	0.023520984	0.0	0.0	0.021369651	0.022044228	0.0	0.020534115	0.011208462	0.02125282	0.020163147	0.021128472	0.015281254	0.022563506	0.0	0.008952445	0.023973854	0.018542228	0.0	0.021307468	0.014344779	0.02146396	0.003191621	0.012955822	0.0	0.020712275	0.020091964	0.022360668	0.0029307192	0.02186686	0.021354863	0.019241225	0.016409878	0.0	0.018644713	0.019880095	0.0	0.0	0.0	0.021893699	0.0	0.019173099	0.019739013	0.019732755	0.022715084	0.010392836	0.0028300239	0.020423165	0.00486683	0.020053087	0.023680182	0.012571722	0.015758203	0.0050881477	0.020926742	0.0	0.0133829005	0.0	0.003240987	0.0043633613	0.0	0.016444184	0.008472473	0.020409292	0.012442516	0.0	0.0	0.01102095	0.00023706933	0.0026590417	0.017046707	0.001754868	0.0036197773	0.023360051	0.0	0.0	0.0	0.004841458	0.016607687	0.02169139	0.0035156014	0.0	0.020336542	0.0	0.021511344	0.020525014	0.009202078	0.021199862	0.008066851	0.0	0.0025810432	0.000715666	0.011638668	0.022230797	0.0	0.0	0.0	0.00069893233	0.0033592195	0.011902028	0.021081498	0.022266895	0.009136686	0.021937449	0.021251243	0.0012033302	0.0026874503	0.020090375	0.020975651	0.0	0.0	0.0	0.0	0.02242126	0.0	0.020097215	0.023231186	0.002882019	0.0	0.0027516317	0.0041235685
CIGU5YWwTrVOp0PY	0.0035418023	0.0	0.0010776022	0.0	0.001387124	0.0010793763	0.006026441	0.0016493113	0.0047101164	0.0	0.0	0.0046979804	0.004295362	0.0	0.0038687047	0.00377526	0.00041086192	0.0015150353	0.00024927786	0.004763452	0.0052567213	0.0	0.0026822349	0.0043953937	0.0060075917	0.0	0.0039000737	0.0035550545	0.0030865644	0.0	0.003960018	0.0	0.0017251563	0.0040220716	0.0	0.0027258466	0.00494973	0.0017643222	0.002885865	0.0043912022	0.0	0.0018123201	0.0027978078	0.0	0.0	0.0	0.005707294	0.0	0.0018467671	0.0	0.0017797204	0.0031539153	0.00092464045	0.0	0.0035343699	0.0	0.0036429558	0.0048774513	0.0049374825	0.0066904225	0.0	0.0030323428	0.0	0.0047298255	0.0	0.0	0.0	0.0033046866	0.003023177	0.0019929737	0.00056352396	0.004431223	0.0	0.0	0.0022940356	0.0	0.0	0.005721346	0.0	0.0017430797	0.0023023582	0.0	0.0	0.0	0.0	0.005216254	0.0036045697	0.0	0.0	0.00583819	0.0	0.003326322	0.0024839104	0.0018795602	0.001067041	0.0037794118	0.0	0.0022475426	0.0	0.0036742077	0.0038904762	0.0	0.0	0.0	0.0	0.0	0.0031977743	0.004377168	0.0047544837	0.0037355807	0.0017913905	0.0029770841	0.0	0.0019953814	0.004132593	0.004125636	0.0	0.0	0.0	0.0	0.004266693	0.0	0.004960405	0.0023870692	0.0	0.0	0.0020576217	0.0020190303
