id	0_best_fc2_vgg19_vgg19_padding_model	1_best_fc2_vgg19_vgg19_padding_model	2_best_fc2_vgg19_vgg19_padding_model	3_best_fc2_vgg19_vgg19_padding_model	4_best_fc2_vgg19_vgg19_padding_model	5_best_fc2_vgg19_vgg19_padding_model	6_best_fc2_vgg19_vgg19_padding_model	7_best_fc2_vgg19_vgg19_padding_model	8_best_fc2_vgg19_vgg19_padding_model	9_best_fc2_vgg19_vgg19_padding_model	10_best_fc2_vgg19_vgg19_padding_model	11_best_fc2_vgg19_vgg19_padding_model	12_best_fc2_vgg19_vgg19_padding_model	13_best_fc2_vgg19_vgg19_padding_model	14_best_fc2_vgg19_vgg19_padding_model	15_best_fc2_vgg19_vgg19_padding_model	16_best_fc2_vgg19_vgg19_padding_model	17_best_fc2_vgg19_vgg19_padding_model	18_best_fc2_vgg19_vgg19_padding_model	19_best_fc2_vgg19_vgg19_padding_model	20_best_fc2_vgg19_vgg19_padding_model	21_best_fc2_vgg19_vgg19_padding_model	22_best_fc2_vgg19_vgg19_padding_model	23_best_fc2_vgg19_vgg19_padding_model	24_best_fc2_vgg19_vgg19_padding_model	25_best_fc2_vgg19_vgg19_padding_model	26_best_fc2_vgg19_vgg19_padding_model	27_best_fc2_vgg19_vgg19_padding_model	28_best_fc2_vgg19_vgg19_padding_model	29_best_fc2_vgg19_vgg19_padding_model	30_best_fc2_vgg19_vgg19_padding_model	31_best_fc2_vgg19_vgg19_padding_model	32_best_fc2_vgg19_vgg19_padding_model	33_best_fc2_vgg19_vgg19_padding_model	34_best_fc2_vgg19_vgg19_padding_model	35_best_fc2_vgg19_vgg19_padding_model	36_best_fc2_vgg19_vgg19_padding_model	37_best_fc2_vgg19_vgg19_padding_model	38_best_fc2_vgg19_vgg19_padding_model	39_best_fc2_vgg19_vgg19_padding_model	40_best_fc2_vgg19_vgg19_padding_model	41_best_fc2_vgg19_vgg19_padding_model	42_best_fc2_vgg19_vgg19_padding_model	43_best_fc2_vgg19_vgg19_padding_model	44_best_fc2_vgg19_vgg19_padding_model	45_best_fc2_vgg19_vgg19_padding_model	46_best_fc2_vgg19_vgg19_padding_model	47_best_fc2_vgg19_vgg19_padding_model	48_best_fc2_vgg19_vgg19_padding_model	49_best_fc2_vgg19_vgg19_padding_model	50_best_fc2_vgg19_vgg19_padding_model	51_best_fc2_vgg19_vgg19_padding_model	52_best_fc2_vgg19_vgg19_padding_model	53_best_fc2_vgg19_vgg19_padding_model	54_best_fc2_vgg19_vgg19_padding_model	55_best_fc2_vgg19_vgg19_padding_model	56_best_fc2_vgg19_vgg19_padding_model	57_best_fc2_vgg19_vgg19_padding_model	58_best_fc2_vgg19_vgg19_padding_model	59_best_fc2_vgg19_vgg19_padding_model	60_best_fc2_vgg19_vgg19_padding_model	61_best_fc2_vgg19_vgg19_padding_model	62_best_fc2_vgg19_vgg19_padding_model	63_best_fc2_vgg19_vgg19_padding_model	64_best_fc2_vgg19_vgg19_padding_model	65_best_fc2_vgg19_vgg19_padding_model	66_best_fc2_vgg19_vgg19_padding_model	67_best_fc2_vgg19_vgg19_padding_model	68_best_fc2_vgg19_vgg19_padding_model	69_best_fc2_vgg19_vgg19_padding_model	70_best_fc2_vgg19_vgg19_padding_model	71_best_fc2_vgg19_vgg19_padding_model	72_best_fc2_vgg19_vgg19_padding_model	73_best_fc2_vgg19_vgg19_padding_model	74_best_fc2_vgg19_vgg19_padding_model	75_best_fc2_vgg19_vgg19_padding_model	76_best_fc2_vgg19_vgg19_padding_model	77_best_fc2_vgg19_vgg19_padding_model	78_best_fc2_vgg19_vgg19_padding_model	79_best_fc2_vgg19_vgg19_padding_model	80_best_fc2_vgg19_vgg19_padding_model	81_best_fc2_vgg19_vgg19_padding_model	82_best_fc2_vgg19_vgg19_padding_model	83_best_fc2_vgg19_vgg19_padding_model	84_best_fc2_vgg19_vgg19_padding_model	85_best_fc2_vgg19_vgg19_padding_model	86_best_fc2_vgg19_vgg19_padding_model	87_best_fc2_vgg19_vgg19_padding_model	88_best_fc2_vgg19_vgg19_padding_model	89_best_fc2_vgg19_vgg19_padding_model	90_best_fc2_vgg19_vgg19_padding_model	91_best_fc2_vgg19_vgg19_padding_model	92_best_fc2_vgg19_vgg19_padding_model	93_best_fc2_vgg19_vgg19_padding_model	94_best_fc2_vgg19_vgg19_padding_model	95_best_fc2_vgg19_vgg19_padding_model	96_best_fc2_vgg19_vgg19_padding_model	97_best_fc2_vgg19_vgg19_padding_model	98_best_fc2_vgg19_vgg19_padding_model	99_best_fc2_vgg19_vgg19_padding_model	100_best_fc2_vgg19_vgg19_padding_model	101_best_fc2_vgg19_vgg19_padding_model	102_best_fc2_vgg19_vgg19_padding_model	103_best_fc2_vgg19_vgg19_padding_model	104_best_fc2_vgg19_vgg19_padding_model	105_best_fc2_vgg19_vgg19_padding_model	106_best_fc2_vgg19_vgg19_padding_model	107_best_fc2_vgg19_vgg19_padding_model	108_best_fc2_vgg19_vgg19_padding_model	109_best_fc2_vgg19_vgg19_padding_model	110_best_fc2_vgg19_vgg19_padding_model	111_best_fc2_vgg19_vgg19_padding_model	112_best_fc2_vgg19_vgg19_padding_model	113_best_fc2_vgg19_vgg19_padding_model	114_best_fc2_vgg19_vgg19_padding_model	115_best_fc2_vgg19_vgg19_padding_model	116_best_fc2_vgg19_vgg19_padding_model	117_best_fc2_vgg19_vgg19_padding_model	118_best_fc2_vgg19_vgg19_padding_model	119_best_fc2_vgg19_vgg19_padding_model	120_best_fc2_vgg19_vgg19_padding_model	121_best_fc2_vgg19_vgg19_padding_model	122_best_fc2_vgg19_vgg19_padding_model	123_best_fc2_vgg19_vgg19_padding_model	124_best_fc2_vgg19_vgg19_padding_model	125_best_fc2_vgg19_vgg19_padding_model	126_best_fc2_vgg19_vgg19_padding_model	127_best_fc2_vgg19_vgg19_padding_model
8RJgdNrEKezWc3UW	0.008501339	0.0087051485	0.0	0.012340489	0.009614418	0.0049155	0.011087911	0.0	0.011802657	0.0	0.010832004	0.013090439	0.0	0.0	0.011361819	0.011367344	0.010485627	0.0	0.0	0.0	0.0	0.0107509475	0.0	0.012344784	0.007885359	0.009318675	0.009933573	0.0117691	0.0	0.0016872399	0.00919017	0.008822334	0.0	0.0	0.0	0.0030595094	0.002114704	0.0	0.00864975	0.0	0.0	0.0017173524	0.009377917	0.0	0.012674756	0.0	0.0	0.00727629	0.0	0.0	0.008865254	0.0	0.009967597	0.012595	0.009565518	0.011887684	0.0	0.00946748	0.00905009	0.012647489	0.008510609	0.0	0.0	0.012292442	0.009911543	0.008493126	0.0	0.0073416084	0.0	0.003200502	0.0	0.009094982	0.0017453057	0.012224086	0.008881623	0.008861941	0.011464517	0.010524278	0.007206634	0.0	0.0	0.011984851	0.009001115	0.014845958	0.0	0.012814078	0.009326027	0.007891196	0.0	0.008287825	0.007740655	0.008198507	0.009432287	0.0	0.008784517	0.0127256345	0.010655207	0.011857924	0.0107836	0.009762821	0.0	0.0128864795	0.009748391	0.009214544	0.0	0.0	0.0	0.009259345	0.0125726955	0.008296174	0.0019944045	0.009865165	0.00199343	0.0	0.0	0.008457657	0.007907961	0.0024275992	0.0	0.008608839	0.0	0.012854708	0.0	0.0	0.009365756	0.011042549	0.0	0.00927793
8RlEvu9LSI3L2kih	0.0	0.0	0.010371837	0.0	0.0	0.0	0.0	0.010669793	0.0	0.009425105	0.0	0.0	0.0	0.01397782	0.0	0.0	0.0	0.0025816732	0.011314079	0.011192634	0.009199826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012126804	0.0011907308	0.0	0.0	0.0138355475	0.0007546226	0.012158745	0.0	0.0023612396	0.004271646	0.0	0.0044037504	0.005429945	0.0018060193	0.0	0.011938544	0.0	0.0	0.010197089	0.0	0.0032788534	0.012783442	0.0	0.013491992	0.0	0.0	0.0	0.0	0.006647362	0.0	0.0	0.0	0.0	0.011226525	0.014201301	0.0	0.0	0.0	0.01119137	0.0	0.0	0.0014322181	0.0063553522	0.0	0.001383314	0.0	0.0	0.0	0.0	0.0	0.0	0.012044885	0.0038963493	0.0	0.0	0.0	0.004868944	0.0	0.0	0.0	0.004223153	0.0	0.0	0.0	0.0	0.0021372894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011306585	0.012489778	0.005393327	0.0	0.0	0.0	0.0018920427	0.0	0.0016745125	0.011358232	0.005453973	0.0	0.0	0.0	0.011158604	0.0	0.0070513547	0.0	0.012898091	0.012484401	0.0	0.0	0.01195249	0.0
8RQftPNbrlFjDiWW	0.005159361	0.0060161003	0.0	0.0037932303	0.006163149	0.0012057618	0.0019249181	0.0	0.004778802	0.0	0.006114123	0.00301461	0.0	0.0	0.006061058	0.0026804707	0.005238807	0.0	0.0	0.0	0.0	0.002261867	0.0	0.0044795997	0.0016035959	0.0053798584	0.005786906	0.0030282908	0.0	0.0013485021	0.0058639883	0.005083776	0.0	0.0	0.0	0.0	0.0019768325	0.0	0.004948179	0.0	0.0	0.0016438193	0.0060421755	0.0	0.005853775	0.0	0.0	0.004828727	0.0	0.0	0.005823714	0.0	0.002480146	0.0047027376	0.0057152356	0.00445304	0.0	0.0043834834	0.005624199	0.003043204	0.0056148064	0.0	0.0	0.0028544408	0.00576076	0.0015516833	0.0	0.0047760312	0.0	0.0020186552	0.0	0.0045585213	0.0014748817	0.005488957	0.0061803134	0.005047046	0.005445704	0.002444955	0.0	0.0	0.0	0.0037530926	0.0054316204	0.0050364668	0.0	0.0037570093	0.005426552	0.005199323	0.0	0.0049835606	0.0055639963	0.0057131783	0.007708848	0.0	0.005931189	0.0038059498	0.005344841	0.0027482647	0.0029454613	0.0023886792	0.0	0.0045322743	0.0063829483	0.0054582614	0.0	0.0	0.0	0.0063887546	0.0028565268	0.0058484	0.0018180799	0.0011101807	0.0016608672	0.0	0.0	0.005491411	0.0063134595	0.0	0.0	0.0058120405	0.0	0.0035595472	0.0	0.0	0.005386537	0.0054957834	0.0	0.005931017
8sIDB4EkDjxYK7Su	0.0	0.0	0.008771069	0.0	0.0	0.0	0.0	0.009466785	0.0	0.007494305	0.0	0.0	0.0	0.0113242455	0.0	0.0	0.0	0.0016828045	0.009997883	0.009788156	0.008235647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009681696	0.0012019043	0.0	0.0	0.012875656	0.0009820582	0.00745939	0.0	0.0021453681	0.0016739254	0.0	0.0035180855	0.0033046077	0.0017111427	0.0	0.010558916	0.0	0.0	0.011613708	0.0	0.0029502627	0.010429869	0.0	0.0118717905	0.0	0.0	0.0	0.0	0.0030018392	0.0	0.0	0.0	0.0	0.009978969	0.010849558	0.0	0.0	0.0	0.008723879	0.0	0.0	0.0010917546	0.0032097152	0.0	0.0013270057	0.0	0.0	0.0	0.0	0.0	0.0	0.009928032	0.0024113841	0.0	0.0	0.0	0.0022306163	0.0	0.0	0.0	0.0032023983	0.0	0.0	0.0	0.0	0.000815229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009714573	0.011100425	0.0038715808	0.0	0.0	0.0	0.0017706051	0.0	0.0014817764	0.009599053	0.0020048467	0.0	0.0	0.0	0.009842584	0.0	0.0030888245	0.0	0.010931578	0.012666975	0.0	0.0	0.010193634	0.0
8S3GpqtssCqRTASA	0.0	0.0	0.0	0.0020536818	0.0	0.0	0.0	0.0	0.0007974121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022053574	0.0	0.0	0.0	0.0	0.0	0.0003043382	0.0017455608	0.0015238267	0.0	0.0	0.0040079188	0.0	0.0010697944	0.0	0.0	0.0	0.0	0.0	0.0	0.0019383399	0.0	0.0	0.0	0.0	0.0015433934	0.0	0.0	0.0018168218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051822583	0.0030566098	0.0	0.0014905485	0.0	0.0016287366	0.0	0.00029189294	0.0	0.0	0.0	0.0	0.0	0.0013157077	0.0	0.0	0.0	0.0014967419	0.0	0.0	0.0013083294	0.002986583	0.0	0.0	0.0	0.001747943	0.0	0.0	0.0	0.0013938108	0.0	0.0019957782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002702081	0.0010825192	0.002833401	0.002813569	0.0019072498	0.0	0.0030985225	0.0	0.0	0.0	0.0	0.0	0.0	0.00010479669	0.0	0.0016398955	0.0	0.0015621327	0.0	0.0	0.0	0.0	0.00015991044	0.0	0.0	0.0	1.1048762e-05	0.0	0.0	0.0	0.0024819023	0.0	0.0
8SzvDouEuLcnAEyu	0.007001429	0.008288425	0.0	0.007140702	0.0074994597	0.004987294	0.00234134	0.0	0.0065242504	0.0	0.007788069	0.0033032643	0.0	0.0	0.0077494388	0.0022914596	0.00745257	0.00095162535	0.0	0.0	0.0	0.0020494661	0.0	0.0051875073	0.0060634576	0.007428873	0.007905712	0.007245393	0.0	0.001768157	0.0072117588	0.0077838153	0.0	0.0024474845	0.0	0.003189647	0.0022772392	0.0	0.0068817	0.0014954105	9.953311e-05	0.0020135122	0.0077950745	0.0	0.00799912	0.0	0.0	0.007437761	0.0008408201	0.0	0.007948639	0.0	0.0071254987	0.0077884467	0.0076538874	0.0062805903	0.0014674242	0.006939154	0.006985113	0.0028024318	0.007979531	0.0	0.0	0.0030573853	0.008162154	0.0054000043	0.0	0.007758606	0.0	0.0031188377	0.0	0.007909303	0.0018440473	0.0076353815	0.007233699	0.008688271	0.007116458	0.006111518	0.0022579944	0.0	0.0005392524	0.007181203	0.008169585	0.00679007	0.00020538132	0.0038851115	0.007087234	0.007274466	0.0010447674	0.0066371337	0.0068622595	0.00643105	0.009081894	0.0009999827	0.007555482	0.0033449875	0.0071243444	0.006630063	0.0064115045	0.0065824366	0.0	0.007441222	0.0077088694	0.0077187554	0.0	0.0	0.0020434803	0.00882453	0.0036183528	0.008089397	0.0021600893	0.0018502563	0.0021117718	0.0	0.00025335734	0.0072902814	0.008386145	0.0035593489	0.0	0.007008347	0.00031002818	0.0038652024	0.0	0.0	0.007343593	0.007917872	0.0	0.006685581
8tRDJXlTPyF5HhPM	0.0014322598	0.0025504762	0.0	0.0058671352	0.0021537626	0.0044393134	0.0040527172	0.0	0.0045372904	0.00086113496	0.0028550117	0.0051869284	0.0	0.0	0.00298121	0.0036212194	0.0040229796	0.0031189616	0.0	0.0	0.0	0.003409878	0.0	0.0051353876	0.004689222	0.0025238807	0.0023450612	0.005574656	0.0	0.0018375642	0.0022176707	0.0034153701	0.0	0.0053406064	0.0	0.0047430224	0.0024480934	0.0033938086	0.0019264681	0.004684561	0.0028060186	0.002077385	0.0025479977	0.0	0.0060482337	0.0	0.0	0.002813855	0.0034034937	0.0	0.0021845612	0.0	0.006320044	0.0048917895	0.0028468631	0.006506546	0.002921853	0.0036869915	0.002845328	0.004589216	0.0021700975	0.0	0.0	0.004288046	0.0027971962	0.004967353	0.0	0.0019166188	0.0	0.0034067966	0.003549215	0.002388672	0.0019731484	0.0050042146	0.0025522758	0.0032436703	0.0035222385	0.005702524	0.0026380804	0.0	0.0030576987	0.0060935062	0.0022312321	0.0066903466	0.0029518092	0.0053496216	0.0026909264	0.0026208728	0.0038626152	0.0021720366	0.0015657713	0.0014605504	0.0028908392	0.003800342	0.002719003	0.0047136275	0.0034644813	0.006693973	0.005457597	0.004977345	0.0	0.0051685562	0.0024520531	0.002837962	0.0	0.0	0.004303764	0.0030345817	0.004681203	0.002743122	0.0022036363	0.0040211217	0.0021463316	0.0	0.0032108016	0.0022661812	0.0027075452	0.002904183	0.0	0.0017805784	0.0027967605	0.0051581003	0.0	0.0	0.002230997	0.0047337636	0.0	0.0019240256
8txW9J5I8BhI0rGn	0.007792444	0.009701434	0.0054893834	0.008471557	0.008560278	0.005748208	0.0027537171	0.00643782	0.009269346	0.0063336487	0.0092883855	0.0040631033	0.0	0.006772928	0.009021878	0.004098183	0.009525971	0.0055794325	0.0067968066	0.006734494	0.005726954	0.0028267375	0.0	0.007861764	0.0072863474	0.008427363	0.008666093	0.007940152	0.0066568437	0.0021199298	0.008384038	0.008803774	0.00045952052	0.0055999123	0.0	0.004971873	0.0028826662	0.0056437403	0.008042195	0.006868502	0.0060018008	0.002494934	0.009349164	0.00679912	0.010583362	0.0	0.0	0.007698302	0.005765907	0.0005021252	0.00905773	0.0006070884	0.0076204017	0.008837019	0.009029222	0.0082431175	0.005737727	0.008447837	0.009230121	0.004599561	0.008993214	0.0	0.0	0.0036616495	0.009083967	0.0062501454	0.006218488	0.0078623425	0.0	0.0040490795	0.005886675	0.00820482	0.0022793927	0.009281176	0.008725201	0.009466673	0.00910508	0.007680784	0.0010988173	0.0	0.005106348	0.00818851	0.008556455	0.008128427	0.005638391	0.0051804357	0.008179528	0.008871225	0.0056076376	0.007602707	0.008556425	0.007847735	0.01049607	0.0048609343	0.00891521	0.004558068	0.009419561	0.007965887	0.0076511577	0.007294314	0.0	0.008403272	0.00955883	0.0085284645	0.006596156	0.00057505287	0.006044877	0.009354935	0.004474463	0.009474406	0.002465923	0.0023331314	0.002437562	0.0062868274	0.004937533	0.008468939	0.009034617	0.0046292325	0.0065874336	0.008526716	0.0056585707	0.0041553695	0.0	0.0	0.00824041	0.008560181	0.0057816287	0.008740874
8tzWsVovn4FC82rs	0.0033471165	0.004785132	0.0	0.004392293	0.003940734	0.0021244185	0.00598364	0.0	0.0043909983	0.0	0.004233316	0.0052320505	0.0	0.0	0.004584587	0.0038355275	0.0045474293	0.000111767775	0.0	0.0	0.0	0.0039060067	0.0	0.0031490014	0.0023423685	0.0044849655	0.004470518	0.0039418307	0.0	0.0016390492	0.004883866	0.0048281862	0.0	0.0005980089	0.0	0.0010133705	0.002209812	0.0	0.0037732567	0.000413582	0.0	0.0019111034	0.0053857616	0.0	0.0053870264	0.0	0.0	0.004507148	0.0	0.0	0.0042835223	0.0	0.003471684	0.0038237586	0.0051009036	0.004903595	5.4296303e-05	0.004409743	0.004151352	0.004204695	0.0036243168	0.0	0.0	0.00521375	0.0046028453	0.0018770766	0.0	0.0037497	0.0	0.0029756452	0.0	0.004477896	0.001799538	0.0051086876	0.0043458324	0.005345888	0.00421312	0.0029233145	0.005343957	0.0	0.0	0.0036342738	0.00462099	0.0050536105	0.0	0.0053328983	0.005739766	0.004096547	0.0008016732	0.0043067946	0.0036159966	0.0040203305	0.0051137717	0.0	0.0051599233	0.004983058	0.00428973	0.0035915028	0.0029565783	0.0023693629	0.0	0.0035032805	0.0046899845	0.0048434893	0.0	0.0	0.0013338657	0.005305969	0.006130491	0.004392699	0.0021105048	0.0064194165	0.0019599283	0.0	0.0	0.0044400957	0.0048467875	0.00042924375	0.0	0.0036983201	0.0	0.005371659	0.0	0.0	0.004440843	0.004558869	0.0	0.004421214
8uaRSrqxqCIH7pOf	0.010086002	0.012202536	0.0063537396	0.009603125	0.011080309	0.0062060817	0.0027377317	0.008514605	0.010653889	0.009052572	0.010783557	0.004404333	0.0	0.0070527364	0.011454894	0.003426075	0.011302756	0.009416813	0.007763604	0.00732586	0.0064358865	0.0029573431	0.0	0.0068609235	0.006512436	0.010931543	0.01160225	0.007912198	0.007926871	0.0018690148	0.011028279	0.012406138	0.0	0.007913358	0.0	0.0056854226	0.0025310288	0.009143866	0.010118243	0.0110573005	0.011127144	0.0021276898	0.012220436	0.0072427397	0.011216496	0.0	0.0	0.01127818	0.01137356	0.0	0.01106913	0.0	0.008375947	0.010279466	0.012161012	0.0075260694	0.010400503	0.010656978	0.01182657	0.003934378	0.011135902	0.0	0.0	0.0036960451	0.011354492	0.005646491	0.006980445	0.010709085	0.0	0.003493543	0.010428083	0.011334199	0.00197577	0.010509865	0.010854056	0.012380777	0.010924402	0.006922895	0.0016517661	0.0	0.010214762	0.0076533817	0.011299972	0.0083973	0.010544955	0.004718716	0.011260346	0.011139618	0.010030168	0.010365752	0.010930118	0.010536597	0.013195782	0.0082674315	0.011416061	0.004075395	0.010668204	0.0068609235	0.007563035	0.0063538803	0.0	0.0091072945	0.011290118	0.011452432	0.007315188	0.0	0.010926661	0.0122079495	0.0040237396	0.011969987	0.0022315786	0.0030480037	0.0021861892	0.0065656155	0.009785116	0.0119822165	0.011879128	0.0037051935	0.0077165454	0.010443361	0.01059902	0.0046790442	0.0	0.0	0.010841861	0.011002741	0.006769707	0.010520964
8uQDKgYxio9X13mW	0.004428854	0.005078214	0.0010409217	0.004963238	0.0050206664	0.0040213964	0.0022240803	0.0020941426	0.0050045876	0.001672311	0.0047647594	0.0033537536	0.0	0.0025451295	0.0058139144	0.0036918747	0.0056706686	0.0029656119	0.0016725111	0.0019616573	0.0011341652	0.002511988	0.0	0.0047926256	0.0046351235	0.004872337	0.0049061445	0.0049925786	0.0023557786	0.0016698097	0.0047525135	0.0049851653	0.0007332899	0.0031047075	0.0	0.002878416	0.0023776728	0.0021592667	0.0041630715	0.0030080678	0.0017232862	0.0019643444	0.0050793053	0.002312884	0.006514425	0.0	0.0	0.0042494936	0.0016349109	0.0	0.0050203246	0.0015068364	0.0049132244	0.0051973984	0.0052216784	0.006014208	0.0016826122	0.0048090117	0.0050922986	0.0031921454	0.0055002365	0.0	0.0006449568	0.0027539677	0.005734195	0.0045699165	0.00098108	0.0044726883	0.0	0.0029976792	0.002402271	0.0041013467	0.0018257303	0.005428035	0.0053789737	0.005072432	0.0054174024	0.0050060893	0.0013116287	0.0	0.0014497063	0.006036957	0.0046237004	0.00610877	0.0017864655	0.003819294	0.0050630425	0.0047170585	0.0028432293	0.0040629962	0.004647756	0.0046858527	0.0070703668	0.0023564752	0.0051765614	0.0041425126	0.005472722	0.0053037833	0.004978388	0.005019664	0.0	0.005746584	0.005738348	0.00488638	0.0015449243	0.0006783347	0.0033119658	0.0063826693	0.0038124842	0.0058666645	0.0020572045	0.0017619843	0.0019155259	0.0017623501	0.0014766665	0.004705218	0.005183621	0.0021876558	0.0017082026	0.004602178	0.002055453	0.003864273	0.0012682738	0.00061766495	0.004712882	0.0050773225	0.0017220689	0.0047225757
8Ut4t4wQKrknEd4I	0.012513237	0.014534825	0.0023601593	0.011148904	0.014308929	0.006591881	0.0019003085	0.0032271042	0.012579314	0.004051038	0.013167174	0.004158744	0.0	0.0026305001	0.014590422	0.0037652643	0.013403776	0.006031206	0.0031249248	0.0026025383	0.002224984	0.003271005	0.0	0.009223182	0.0074167424	0.013172975	0.013716745	0.009330557	0.003397676	0.001972443	0.0133789675	0.013952999	0.0	0.006164265	0.0	0.0058092424	0.002661495	0.0050453036	0.013323835	0.0065512564	0.005697158	0.0023353635	0.01400781	0.0025380296	0.013728987	0.0	0.0	0.012592692	0.0060943505	0.0	0.013312494	0.0	0.008866696	0.012392245	0.014196033	0.00905765	0.0052988925	0.012335769	0.013706031	0.0051762736	0.013166238	0.0	0.0	0.004504278	0.013811477	0.0068533914	0.0019453374	0.012783951	0.0	0.0036490492	0.0056754607	0.012633693	0.0021780115	0.01326156	0.01327566	0.013031847	0.013223014	0.008429445	0.0	0.0	0.0056158565	0.009498469	0.013253935	0.010083163	0.006208956	0.005916189	0.013469279	0.013190888	0.0062660165	0.012825284	0.01287168	0.01285384	0.015161014	0.0054525766	0.013149501	0.005390452	0.01309048	0.008950034	0.009181648	0.008313309	0.0	0.010906389	0.013920438	0.01354595	0.002887356	0.0	0.0063399347	0.013979386	0.004780762	0.013744491	0.002335082	0.0017301051	0.002280138	0.002786577	0.005331045	0.013069529	0.013335035	0.0046448647	0.0027700972	0.013073681	0.0041461973	0.0054791165	0.0	0.0	0.012991399	0.012814823	0.00238349	0.013564072
8uTs6nAajYgugRsH	0.0019003338	0.002937268	0.009135131	0.0	0.0012333501	0.0	0.0	0.008869769	0.0007675675	0.0067472016	0.001041814	0.0	0.0	0.010633407	0.0020031957	0.0	0.0011174581	0.001961672	0.0103592565	0.0092152925	0.008342024	0.0	0.0	0.0	0.0	0.0009048445	0.0016058323	0.0	0.009402766	0.0013352123	0.0014945869	0.0027434335	0.0028142615	0.0006004595	0.0007341195	0.0	0.002187045	0.0022150655	0.0012733252	0.0039940863	0.004251814	0.0019103126	0.0038076104	0.0096930945	0.0013585733	0.0	0.0015885592	0.0022800139	0.004118479	0.0024394486	0.0021163418	0.004755773	0.0	0.0	0.0012234645	0.0	0.0032883235	0.001550444	0.002565456	0.0	0.0021351913	0.002129906	0.002964375	0.0	0.0015406711	0.0	0.009079303	0.0018412925	0.0	0.0018448597	0.0037150837	0.0008487161	0.0015387788	0.000406959	0.0015853463	0.0022684247	0.0013712763	0.0	0.0	0.0001865418	0.0032648665	0.0	0.0016020358	0.0	0.00392986	0.0	0.0012803056	0.0017143168	0.0030594664	0.0008261005	0.00230148	0.0018701627	0.0035960008	0.0009650257	0.0025008868	0.0	0.0015529613	0.0	0.0	0.0	0.0	0.0	0.0024270583	0.0018640559	0.009314075	0.0021298057	0.0039831153	0.0027648837	0.0	0.002800729	0.0019963158	0.0	0.0017050892	0.009401971	0.0028098356	0.0019416318	0.00267026	0.0	0.009287894	0.0021316258	0.0051416233	0.0	0.002671646	0.003971011	0.0011169451	0.0016258301	0.0087111555	0.0019232446
8VJcjGnIB3EWBqZ6	0.0072967904	0.0074461396	0.0	0.009153232	0.008499897	0.004328212	0.005826786	0.0	0.009115034	0.0	0.00915983	0.007980833	0.0	0.0	0.010220555	0.0063683656	0.009593544	0.0	0.0	0.0	0.0	0.0057973205	0.0	0.008188447	0.00644984	0.008985138	0.009127042	0.009022843	0.0	0.0014201442	0.0074680783	0.008305952	0.0	0.0	0.0	0.0024416847	0.0020640437	0.0	0.008054231	0.0	0.0	0.0015637649	0.007566422	0.0	0.010880546	0.0	0.0	0.006462141	0.0	0.0	0.008275074	0.0	0.008028384	0.009574287	0.007996942	0.008516903	0.0	0.008965636	0.0072238524	0.007673103	0.008301433	0.0	0.0	0.0070090066	0.008545416	0.0063638217	0.0	0.006830394	0.0	0.0021958807	0.0	0.007231972	0.0015214817	0.00902572	0.008613067	0.008549883	0.009202128	0.007766387	0.002719956	0.0	0.0	0.008685161	0.007185192	0.010633747	0.0	0.008852859	0.0073744007	0.0077055604	0.0	0.006583114	0.0064517194	0.0067936135	0.0084823975	0.0	0.00753946	0.008374973	0.010143728	0.008495848	0.008575761	0.008244651	0.0	0.008973429	0.008472167	0.007919213	0.0	0.0	0.0	0.0076346425	0.0071347854	0.0077623986	0.00183757	0.0041238614	0.0018719195	0.0	0.0	0.006770725	0.007365402	0.0024632048	0.0	0.00699698	0.0	0.008959874	0.0	0.0	0.007842412	0.011192066	0.0	0.0075784107
